property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,Study room,Servant room,Store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
flat,tulip ivory,sector 70,2.1,8750.0,2400.0,Super Built up area 2400(222.97 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),4,5,3+,5.0,West,Moderately Old,2400.0,,1850.0,0,1,0,0,0,2,120,600.0
flat,tulip ivory,sector 70,2.0,8333.0,2400.1,Super Built up area 2400(222.97 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),4,5,3+,6.0,East,Moderately Old,2400.0,,1850.0,0,1,0,0,0,2,95,600.025
flat,orchid petals,sector 49,1.9,10526.0,1805.1,Carpet area: 1805 (167.69 sq.m.),3,3,3,9.0,North-West,Moderately Old,,,1805.0,0,1,0,0,0,0,95,601.6999999999999
flat,new sathi apartments,sector 54,1.59,7066.0,2250.2,Built Up area: 2250 (209.03 sq.m.),3,3,3+,3.0,North,Moderately Old,,2250.0,,1,0,0,0,0,2,127,750.0666666666666
flat,kanchanjanga tower,sector 56,1.45,7631.0,1900.1,Super Built up area 1900(176.52 sq.m.),3,3,3+,2.0,North,Moderately Old,1900.0,,,0,0,0,0,0,2,126,633.3666666666667
flat,guru gram haryana cghs,sector 56,1.39,7227.0,1923.3,Super Built up area 1920(178.37 sq.m.),3,3,3,4.0,North,Moderately Old,1920.0,,,1,0,0,0,0,2,134,641.1
flat,parsvnath exotica,sector 53,5.0,17271.0,2895.0,Super Built up area 2895(268.95 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,4,3+,8.0,North-East,Relatively New,2895.0,2500.0,2200.0,0,1,0,1,1,2,49,965.0
flat,sukhshanti apartment,sector 56,1.65,7006.0,2355.1,Super Built up area 2355(218.79 sq.m.),3,3,3+,5.0,North,Moderately Old,2355.0,,,1,0,0,0,0,2,134,785.0333333333333
flat,ireo the corridors,sector 67a,1.6,9264.0,1727.1,Super Built up area 1727(160.44 sq.m.)Carpet area: 1017 sq.ft. (94.48 sq.m.),3,3,2,3.0,North,Undefined,1727.0,,1017.0,0,0,1,0,0,2,142,575.6999999999999
flat,guru gram haryana cghs,sector 56,1.38,7225.0,1910.0,Built Up area: 1910 (177.44 sq.m.),3,3,3,5.0,North,Moderately Old,,1910.0,,1,0,0,0,0,2,134,636.6666666666666
flat,ireo the corridors,sector 67a,1.8,9370.0,1921.0,Super Built up area 1921(178.47 sq.m.)Carpet area: 1227.96 sq.ft. (114.08 sq.m.),3,3,2,3.0,North,Undefined,1921.0,,1227.96,1,0,1,0,0,2,150,640.3333333333334
flat,ireo the corridors,sector 67a,1.62,9380.0,1727.1,Super Built up area 1727(160.44 sq.m.)Carpet area: 1017 sq.ft. (94.48 sq.m.),3,3,2,4.0,North,Undefined,1727.0,,1017.0,0,0,1,0,0,2,142,575.6999999999999
flat,kiran residency,sector 56,1.5,6648.0,2256.3,Built Up area: 2250 (209.03 sq.m.),3,5,3+,4.0,South-East,Moderately Old,,2250.0,,1,0,0,1,0,2,134,752.1
flat,ireo the corridors,sector 67a,1.85,9531.0,1941.0,Built Up area: 1941 (180.32 sq.m.),3,4,3,4.0,East,Undefined,,1941.0,,1,0,1,0,0,2,150,647.0
flat,ireo the corridors,sector 67a,1.8,14658.0,1228.0,Super Built up area 1921(178.47 sq.m.)Carpet area: 1227.96 sq.ft. (114.08 sq.m.),3,3,3,6.0,North,Undefined,1921.0,,1227.96,0,1,1,0,0,2,150,409.3333333333333
flat,bptp terra,sector 37d,1.8,8215.0,2191.1,Super Built up area 2191(203.55 sq.m.),4,3,3,12.0,North,Relatively New,2191.0,,,1,0,0,0,0,2,144,547.775
flat,shree vardhman victoria,sector 70,1.62,13953.0,1161.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,3,3,9.0,North,Relatively New,1950.0,,1161.0,0,1,0,0,0,0,96,387.0
flat,bptp terra,sector 37d,1.78,8124.0,2191.0,Super Built up area 2191(203.55 sq.m.),4,3,3,10.0,East,Relatively New,2191.0,,,0,1,0,0,0,0,127,547.75
flat,bptp terra,sector 37d,1.55,8558.0,1811.2,Super Built up area 1811(168.25 sq.m.),3,3,3+,11.0,South,Relatively New,1811.0,,,0,0,0,0,0,0,79,603.7333333333333
flat,millenium bajrang society,sector 43,2.5,9433.0,2650.3,Super Built up area 2650(246.19 sq.m.),4,4,3+,2.0,South,Relatively New,2650.0,,,0,0,0,0,0,2,94,662.575
flat,unitech uniworld gardens,sector 47,2.15,10306.0,2086.2,Super Built up area 2086(193.8 sq.m.)Built Up area: 1950 sq.ft. (181.16 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),3,4,3+,10.0,East,Moderately Old,2086.0,1950.0,1750.0,0,1,0,0,0,0,49,695.4
flat,experion windchants,sector 112,5.6,11529.0,4857.3,Super Built up area 4857(451.23 sq.m.)Built Up area: 3662.34 sq.ft. (340.24 sq.m.),4,6,3+,15.0,North-East,Moderately Old,4857.0,3662.34,,0,1,0,0,0,2,157,1214.325
flat,emaar mgf palm hills,sector 77,1.25,8620.0,1450.1,Super Built up area 1450(134.71 sq.m.)Carpet area: 1177 sq.ft. (109.35 sq.m.),3,4,3,3.0,North,Relatively New,1450.0,,1177.0,1,1,0,0,0,0,49,483.3666666666666
flat,umang winter hills,sector 77,1.1,5296.0,2077.0,Super Built up area 2077(192.96 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,4,3+,9.0,North,Relatively New,2077.0,,1600.0,0,1,0,0,0,0,49,692.3333333333334
flat,suncity platinum towers,sector 28,6.0,22346.0,2685.0,Carpet area: 2685 (249.44 sq.m.),3,3,2,8.0,South-East,Moderately Old,,,2685.0,0,1,0,0,0,0,31,895.0
flat,suncity platinum towers,sector 28,7.0,22222.0,3150.0,Super Built up area 3150(292.64 sq.m.)Carpet area: 1913 sq.ft. (177.72 sq.m.),4,3,2,10.0,North,Moderately Old,3150.0,,1913.0,0,1,0,0,0,0,31,787.5
flat,the penthouses at the hibiscus,sector 50,8.5,8500.0,10000.0,Carpet area: 10000 (929.03 sq.m.),4,4,3,9.0,South-East,Moderately Old,,,10000.0,0,1,0,0,0,0,35,2500.0
flat,ss hibiscus,sector 50,6.0,12272.0,4889.2,Super Built up area 4400(408.77 sq.m.),4,3,3,5.0,South-East,Moderately Old,4400.0,,,0,1,0,0,0,0,31,1222.3
flat,the penthouses at the hibiscus,sector 50,8.0,8888.0,9000.9,Carpet area: 9000 (836.13 sq.m.),4,3,3,7.0,South-East,Moderately Old,,,9000.0,0,1,0,0,0,0,35,2250.225
flat,tata primanti,sector 72,3.5,11428.0,3062.7,Built Up area: 2625 (243.87 sq.m.),4,5,3+,16.0,East,Relatively New,,2625.0,,0,1,0,0,1,0,31,765.675
flat,tata primanti,sector 72,4.0,13769.0,2905.1,Super Built up area 2905(269.88 sq.m.),4,5,2,7.0,South-East,Moderately Old,2905.0,,,0,1,0,0,0,0,38,726.275
flat,m3m golfestate,sector 65,7.0,18181.0,3850.2,Carpet area: 3850 (357.68 sq.m.),3,3,2,12.0,North,Moderately Old,,,3850.0,0,0,1,0,0,0,60,1283.3999999999999
flat,m3m golfestate,sector 65,13.2,12000.0,11000.0,Carpet area: 11000 (1021.93 sq.m.),4,4,3,13.0,North,Moderately Old,,,11000.0,0,1,0,0,0,0,60,2750.0
flat,experion windchants,sector 112,6.5,10416.0,6240.4,Built Up area: 4800 (445.93 sq.m.),4,5,3,11.0,South,Relatively New,,4800.0,,0,0,0,0,0,0,55,1560.1
flat,tata primanti,sector 72,3.4,15560.0,2185.1,Super Built up area 2185(202.99 sq.m.),3,4,3+,9.0,,Moderately Old,2185.0,,,0,1,0,0,0,0,38,728.3666666666667
flat,aipl the peaceful homes,sector 70a,2.6,12009.0,2165.0,Carpet area: 2165 (201.14 sq.m.),3,2,2,12.0,,Moderately Old,,,2165.0,0,1,0,0,0,0,52,721.6666666666666
flat,tata primanti,sector 72,3.5,11428.0,3062.7,Built Up area: 2625 (243.87 sq.m.),4,5,3+,10.0,West,Relatively New,,2625.0,,0,1,0,0,1,0,38,765.675
flat,siddhartha apartment,sector 95,0.72,3664.0,1965.1,Super Built up area 1965(182.55 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,2,4.0,East,Relatively New,1965.0,1800.0,1600.0,0,0,0,0,1,0,21,655.0333333333333
flat,experion windchants,sector 112,3.65,11428.0,3193.9,Built Up area: 2800 (260.13 sq.m.),3,5,2,3.0,South-West,Relatively New,,2800.0,,0,1,0,0,0,0,72,1064.6333333333334
flat,ramsons kshitij,sector 95,0.28,3650.0,767.1,Super Built up area 767(71.26 sq.m.),2,2,2,5.0,North-West,Undefined,767.0,,,0,0,0,0,1,0,0,383.55
flat,the close north,sector 50,2.92,11209.0,2605.0,Super Built up area 2605(242.01 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3,3,3,10.0,North,Moderately Old,2605.0,2600.0,2100.0,0,1,0,0,0,2,174,868.3333333333334
flat,unitech fresco,sector 50,1.82,9912.0,1836.2,Super Built up area 1836(170.57 sq.m.)Built Up area: 1830 sq.ft. (170.01 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,3+,14.0,East,Moderately Old,1836.0,1830.0,1500.0,0,0,0,0,1,2,174,612.0666666666667
flat,m3m the marina,sector 68,1.02,8095.0,1260.0,Super Built up area 1260(117.06 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2,2,2,11.0,North-East,Relatively New,1260.0,1250.0,800.0,0,0,0,0,1,2,49,630.0
flat,shree vardhman flora,sector 90,0.65,4814.0,1350.2,Super Built up area 1350(125.42 sq.m.),2,2,3,3.0,North,Relatively New,1350.0,,,1,0,0,0,0,0,106,675.1
flat,gls avenue 51,sector 92,0.39,6077.0,641.8,Carpet area: 641.74 (59.62 sq.m.),3,3,3+,6.0,North,Relatively New,,,641.743718,0,0,0,0,0,0,104,213.9333333333333
flat,dlf regal gardens,sector 90,1.15,6325.0,1818.2,Super Built up area 1818(168.9 sq.m.),3,3,3+,18.0,North-West,Relatively New,1818.0,,,0,0,0,1,0,2,130,606.0666666666667
flat,emaar mgf emerald estate,sector 65,1.42,13922.0,1020.0,Super Built up area 1020(94.76 sq.m.)Built Up area: 1010 sq.ft. (93.83 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2,2,2,6.0,North-East,Relatively New,1020.0,1010.0,750.0,1,0,0,0,0,2,174,510.0
flat,orchid petals,sector 49,2.35,11559.0,2033.0,Super Built up area 2033(188.87 sq.m.)Built Up area: 2030 sq.ft. (188.59 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),3,3,3,15.0,West,Relatively New,2033.0,2030.0,1750.0,0,0,0,0,1,0,49,677.6666666666666
flat,orchid petals,sector 49,2.38,11497.0,2070.1,Super Built up area 2070(192.31 sq.m.)Built Up area: 2061 sq.ft. (191.47 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),3,4,3,1.0,West,Relatively New,2070.0,2061.0,1750.0,1,0,0,0,0,0,49,690.0333333333333
flat,dlf new town heights,sector 90,1.15,5958.0,1930.2,Super Built up area 1930(179.3 sq.m.),3,3,3+,9.0,North-West,Relatively New,1930.0,,,0,1,0,1,0,0,88,643.4
flat,dlf new town heights,sector 90,1.6,6768.0,2364.1,Super Built up area 2364(219.62 sq.m.),4,4,3+,10.0,West,Relatively New,2364.0,,,0,1,0,1,0,0,88,591.025
flat,dlf new town heights,sector 86,1.28,8205.0,1560.0,Super Built up area 1930(179.3 sq.m.)Carpet area: 1560 sq.ft. (144.93 sq.m.),3,4,3+,12.0,West,Moderately Old,1930.0,,1560.0,0,1,0,1,0,0,96,520.0
flat,dlf new town heights,sector 90,1.75,5720.0,3059.4,Super Built up area 2727(253.35 sq.m.),4,4,3+,17.0,South,Relatively New,2727.0,,,0,1,0,1,0,0,88,764.85
flat,dlf new town heights,sector 91,1.75,7402.0,2364.2,Super Built up area 2364(219.62 sq.m.),4,4,3+,9.0,South,Relatively New,2364.0,,,0,1,0,1,0,0,88,591.05
flat,puri diplomatic greens,sector 111,2.65,11963.0,2215.2,Super Built up area 2215(205.78 sq.m.),3,4,3+,19.0,South-East,Relatively New,2215.0,,,1,1,1,1,0,0,65,738.4
flat,ats kocoon,sector 109,2.22,10596.0,2095.1,Super Built up area 2095(194.63 sq.m.)Built Up area: 1860 sq.ft. (172.8 sq.m.),3,4,3,14.0,East,Relatively New,2095.0,1860.0,,1,1,1,1,0,0,45,698.3666666666667
flat,ats triumph,sector 104,1.85,8078.0,2290.2,Super Built up area 2290(212.75 sq.m.),3,4,3+,14.0,East,Relatively New,2290.0,,,1,1,1,1,0,0,117,763.4
flat,experion the heartsong,sector 108,0.98,13342.0,734.5,Built Up area: 978.23 (90.88 sq.m.)Carpet area: 734.43 sq.ft. (68.23 sq.m.),2,3,3,12.0,South-East,Relatively New,,978.223232,734.43,1,1,1,1,0,0,31,367.25
flat,indiabulls centrum park,sector 103,2.45,8521.0,2875.2,Super Built up area 2875(267.1 sq.m.),4,4,3,11.0,East,Relatively New,2875.0,,,1,1,1,1,0,0,38,718.8
flat,indiabulls centrum park,sector 103,1.34,7882.0,1700.1,Super Built up area 1725(160.26 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3,3,3+,12.0,East,Relatively New,1725.0,,1700.0,1,1,1,1,0,2,38,566.6999999999999
flat,emaar imperial gardens,sector 102,1.92,9600.0,2000.0,Carpet area: 2000 (185.81 sq.m.),3,3,3,12.0,North-East,Relatively New,,,2000.0,1,1,1,1,0,0,95,666.6666666666666
flat,adani oyster greens,sector 102,1.9,10058.0,1889.0,Carpet area: 1889 (175.49 sq.m.),3,3,3+,9.0,North-East,Relatively New,,,1889.0,1,0,1,1,0,0,0,629.6666666666666
flat,adani m2k oyster grande,sector 102,4.55,10000.0,4550.0,Super Built up area 4650(432 sq.m.)Built Up area: 4630 sq.ft. (430.14 sq.m.)Carpet area: 4550 sq.ft. (422.71 sq.m.),4,4,3+,11.0,North-East,Relatively New,4650.0,4630.0,4550.0,0,0,0,0,0,2,60,1137.5
flat,emaar gurgaon greens,sector 102,1.54,9333.0,1650.1,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,12.0,North-East,Relatively New,1650.0,,1022.58,0,1,0,0,0,0,61,550.0333333333333
flat,dlf new town heights,sector 86,1.55,6578.0,2356.3,Super Built up area 2356(218.88 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),4,4,3+,12.0,North-East,Moderately Old,2356.0,,1750.0,0,1,0,1,0,2,120,589.075
flat,experion the heartsong,sector 108,1.68,8387.0,2003.1,Super Built up area 2003(186.08 sq.m.)Built Up area: 1338.29 sq.ft. (124.33 sq.m.)Carpet area: 986.41 sq.ft. (91.64 sq.m.),3,3,3+,4.0,East,Relatively New,2003.0,1338.29,986.41,1,1,0,0,0,2,86,667.6999999999999
flat,aipl the peaceful homes,sector 70a,2.3,10697.0,2150.1,Super Built up area 2150(199.74 sq.m.),3,3,3,3.0,North-East,Relatively New,2150.0,,,0,0,1,0,0,2,124,716.6999999999999
flat,bptp astaire gardens,sector 70a,0.97,6587.0,1472.6,Super Built up area 1480(137.5 sq.m.),3,3,3+,1.0,West,Relatively New,1480.0,,,0,0,0,0,1,0,149,490.8666666666666
flat,dlf new town heights,sector 90,1.9,5683.0,3343.3,Super Built up area 2727(253.35 sq.m.),4,4,3+,7.0,North-West,Relatively New,2727.0,,,0,1,0,1,0,0,88,835.825
flat,dlf new town heights,sector 90,1.55,6556.0,2364.2,Super Built up area 2364(219.62 sq.m.),4,4,3+,1.0,South-East,Relatively New,2364.0,,,0,1,0,1,0,0,81,591.05
flat,dlf regal gardens,sector 90,1.13,6647.0,1700.0,Super Built up area 1730(160.72 sq.m.),3,3,3+,8.0,North,Relatively New,1730.0,,,0,0,0,0,1,0,72,566.6666666666666
flat,shree vardhman flora,sector 90,0.85,4404.0,1930.1,Super Built up area 1930(179.3 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,4,3,3.0,South-East,Relatively New,1930.0,,1450.0,0,1,1,0,0,0,110,643.3666666666667
flat,vatika city,sector 49,2.64,11725.0,2251.6,Super Built up area 2251.42(209.16 sq.m.)Built Up area: 1750.75 sq.ft. (162.65 sq.m.),3,4,3+,2.0,East,Moderately Old,2251.42,1750.75,,0,1,0,1,0,2,140,750.5333333333333
flat,vatika city,sector 49,2.1,10418.0,2015.7,Super Built up area 2015.58(187.25 sq.m.)Built Up area: 1604.25 sq.ft. (149.04 sq.m.),3,3,3,9.0,South,Moderately Old,2015.58,1604.25,,0,0,0,1,0,2,132,671.9
flat,shapoorji pallonji joyville gurugram,sector 102,1.4,11666.0,1200.1,Super Built up area 1368(127.09 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,0.0,North,Relatively New,1368.0,,1200.0,0,0,0,0,0,0,80,600.05
flat,emaar gurgaon greens,sector 102,1.45,8787.0,1650.2,Super Built up area 1650(153.29 sq.m.),3,3,2,7.0,South-West,Relatively New,1650.0,,,0,1,0,0,0,0,169,550.0666666666667
flat,dlf new town heights,sector 90,1.2,6217.0,1930.2,Carpet area: 1930 (179.3 sq.m.),3,3,3+,8.0,North-West,Moderately Old,,,1930.0,0,1,0,1,0,0,59,643.4
flat,viridian the plaza 106,sector 106,0.39,5571.0,700.1,Super Built up area 700(65.03 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.),1,1,1,7.0,East,Relatively New,700.0,,450.0,0,0,0,0,0,0,130,700.1
flat,chd avenue,sector 71,1.25,7171.0,1743.1,Super Built up area 1743(161.93 sq.m.),3,4,2,7.0,East,Relatively New,1743.0,,,0,1,0,0,0,2,160,581.0333333333333
flat,puri emerald bay,sector 104,1.59,10903.0,1458.3,Super Built up area 1550(144 sq.m.),2,2,2,12.0,South,Relatively New,1550.0,,,0,0,0,0,0,0,121,729.15
flat,puri diplomatic greens,sector 111,5.25,11666.0,4500.3,Super Built up area 4500(418.06 sq.m.),4,6,3+,7.0,East,Relatively New,4500.0,,,0,1,0,0,0,2,134,1125.075
flat,puri diplomatic greens,sector 111,3.4,11525.0,2950.1,Super Built up area 2950(274.06 sq.m.),4,5,3+,14.0,East,Relatively New,2950.0,,,0,1,0,0,0,0,94,737.525
flat,experion windchants,sector 112,3.29,11741.0,2802.1,Super Built up area 2802(260.31 sq.m.)Built Up area: 2225.56 sq.ft. (206.76 sq.m.),3,3,3+,2.0,South,Relatively New,2802.0,2225.56,,0,1,0,0,0,2,152,934.0333333333333
flat,puri emerald bay,sector 104,2.49,10163.0,2450.1,Super Built up area 2450(227.61 sq.m.),3,3,3+,14.0,South,Relatively New,2450.0,,,0,1,0,0,0,2,129,816.6999999999999
flat,conscient heritage max,sector 102,1.75,9062.0,1931.1,Super Built up area 1931(179.4 sq.m.),3,4,3+,16.0,South,Relatively New,1931.0,,,0,1,0,0,0,0,134,643.6999999999999
flat,experion the heartsong,sector 108,2.29,8240.0,2779.1,Built Up area: 2779 (258.18 sq.m.),4,5,3+,8.0,South,Relatively New,,2779.0,,0,1,0,0,0,0,95,694.775
flat,conscient heritage max,sector 102,2.15,10004.0,2149.1,Super Built up area 2149(199.65 sq.m.),3,4,3+,18.0,South,Relatively New,2149.0,,,1,1,0,0,0,2,134,716.3666666666667
flat,vatika the seven lamps,sector 82,0.89,8850.0,1005.6,Super Built up area 1428.08(132.67 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,2,14.0,East,Relatively New,1428.08,,1000.0,1,0,0,0,0,2,129,502.8
flat,the close north,sector 50,2.65,11276.0,2350.1,Super Built up area 2605(242.01 sq.m.)Built Up area: 2491 sq.ft. (231.42 sq.m.)Carpet area: 2350 sq.ft. (218.32 sq.m.),3,3,3+,3.0,South-East,Moderately Old,2605.0,2491.0,2350.0,0,1,0,0,0,0,174,783.3666666666667
flat,vatika the seven lamps,sector 82,0.86,6022.0,1428.1,Super Built up area 1430(132.85 sq.m.),2,2,2,12.0,East,Relatively New,1430.0,,,1,0,0,0,0,2,135,714.05
flat,godrej,sector 79,1.35,8970.0,1505.0,Super Built up area 1505(139.82 sq.m.),3,3,2,7.0,South-West,Relatively New,1505.0,,,0,0,0,0,0,0,118,501.6666666666667
flat,godrej aria,sector 79,1.69,8522.0,1983.1,Super Built up area 1983(184.23 sq.m.),3,3,2,7.0,South,Relatively New,1983.0,,,0,0,0,0,0,0,112,661.0333333333333
flat,ats triumph,sector 104,2.65,8412.0,3150.3,Super Built up area 3150(292.64 sq.m.)Carpet area: 2650 sq.ft. (246.19 sq.m.),4,4,3+,14.0,East,Relatively New,3150.0,,2650.0,0,1,0,0,0,0,21,787.575
flat,ats triumph,sector 104,1.75,7641.0,2290.3,Super Built up area 2290(212.75 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,4,3+,12.0,North-West,Relatively New,2290.0,,1800.0,1,1,0,1,1,2,21,763.4333333333334
flat,m3m woodshire,sector 107,1.3,10815.0,1202.0,Super Built up area 1943(180.51 sq.m.)Carpet area: 1202 sq.ft. (111.67 sq.m.),3,3,3,7.0,,Relatively New,1943.0,,1202.0,0,0,0,1,0,0,89,400.6666666666667
flat,shapoorji pallonji joyville gurugram,sector 102,1.75,9449.0,1852.0,Super Built up area 1852(172.06 sq.m.)Carpet area: 1128 sq.ft. (104.79 sq.m.),3,3,3,10.0,West,Relatively New,1852.0,,1128.0,1,1,0,1,1,0,49,617.3333333333334
flat,dlf new town heights,sector 90,1.25,6502.0,1922.5,Super Built up area 1930(179.3 sq.m.)Built Up area: 1929 sq.ft. (179.21 sq.m.)Carpet area: 1928 sq.ft. (179.12 sq.m.),3,3,3+,5.0,North,Relatively New,1930.0,1929.0,1928.0,0,1,0,1,0,0,127,640.8333333333334
flat,mapsko mount ville,sector 79,1.2,8053.0,1490.1,Super Built up area 1490(138.43 sq.m.)Carpet area: 863.91 sq.ft. (80.26 sq.m.),3,3,3+,24.0,East,Relatively New,1490.0,,863.91,0,0,0,0,0,2,135,496.7
flat,mapsko mount ville,sector 79,1.5,8264.0,1815.1,Super Built up area 1815(168.62 sq.m.)Carpet area: 1071.33 sq.ft. (99.53 sq.m.),3,4,3+,11.0,South,Relatively New,1815.0,,1071.33,0,1,0,0,0,2,144,605.0333333333333
flat,tulip violet,sector 69,2.05,9950.0,2060.3,Super Built up area 2087(193.89 sq.m.),4,4,2,0.0,North-West,Relatively New,2087.0,,,0,0,0,0,0,0,157,515.075
flat,tulip violet,sector 69,1.95,9701.0,2010.1,Super Built up area 2010(186.74 sq.m.),4,4,2,0.0,West,Relatively New,2010.0,,,0,0,0,0,0,0,157,502.525
flat,tulip violet,sector 69,1.19,8814.0,1350.1,Carpet area: 1350 (125.42 sq.m.),2,3,1,0.0,West,Relatively New,,,1350.0,1,0,0,0,0,0,174,675.05
flat,tulip violet,sector 69,1.4,9102.0,1538.1,Super Built up area 1538(142.88 sq.m.),3,3,1,12.0,North-West,Relatively New,1538.0,,,0,0,0,0,0,2,157,512.6999999999999
flat,tulip violet,sector 69,1.75,9459.0,1850.1,Carpet area: 1850 (171.87 sq.m.),3,4,2,0.0,East,Relatively New,,,1850.0,0,0,0,0,0,2,174,616.6999999999999
flat,tulip violet,sector 69,1.36,8618.0,1578.1,Super Built up area 1578(146.6 sq.m.)Carpet area: 1039 sq.ft. (96.53 sq.m.),3,3,1,12.0,West,Relatively New,1578.0,,1039.0,0,0,0,1,0,0,95,526.0333333333333
flat,tulip violet,sector 69,1.51,9569.0,1578.0,Super Built up area 1578(146.6 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3,3,2,0.0,West,Relatively New,1578.0,,1100.0,0,0,0,1,0,1,165,526.0
flat,bestech park view grand spa,sector 81,2.91,9136.0,3185.2,Super Built up area 3185(295.9 sq.m.)Carpet area: 2837 sq.ft. (263.57 sq.m.),4,5,2,6.0,North-East,Relatively New,3185.0,,2837.0,0,1,0,0,0,2,101,796.3
flat,bestech park view ananda,sector 81,1.1,6686.0,1645.2,Super Built up area 1645(152.83 sq.m.)Carpet area: 1034 sq.ft. (96.06 sq.m.),3,2,3+,5.0,East,Relatively New,1645.0,,1034.0,0,0,0,0,0,0,150,548.4
flat,antriksh heights,sector 84,0.85,4927.0,1725.2,Super Built up area 1725(160.26 sq.m.),3,3,3+,10.0,North,Relatively New,1725.0,,,1,0,0,0,0,0,52,575.0666666666667
flat,pyramid urban homes 2,sector 86,0.41,6905.0,593.8,Carpet area: 601 (55.83 sq.m.),2,2,1,3.0,West,Relatively New,,,601.0,0,0,0,0,0,0,63,296.9
flat,pivotal devaan,sector 84,0.37,6346.0,583.0,Super Built up area 583(54.16 sq.m.)Carpet area: 483 sq.ft. (44.87 sq.m.),2,2,1,5.0,North-West,Relatively New,583.0,,483.0,0,0,0,0,0,0,73,291.5
flat,antriksh heights,sector 84,0.88,4821.0,1825.3,Super Built up area 1825(169.55 sq.m.),3,3,3,16.0,,Relatively New,1825.0,,,0,0,0,1,0,0,67,608.4333333333333
flat,antriksh heights,sector 84,0.9,4444.0,2025.2,Super Built up area 2025(188.13 sq.m.),3,3,3,18.0,,Relatively New,2025.0,,,0,1,0,1,0,0,59,675.0666666666667
flat,tulip violet,sector 69,1.43,8886.0,1609.3,Super Built up area 1608(149.39 sq.m.)Carpet area: 1039 sq.ft. (96.53 sq.m.),3,3,2,1.0,South-West,Relatively New,1608.0,,1039.0,0,0,0,1,0,0,86,536.4333333333333
flat,tulip violet,sector 69,1.38,8972.0,1538.1,Carpet area: 1538 (142.88 sq.m.),3,3,1,12.0,West,Relatively New,,,1538.0,0,0,0,0,0,0,174,512.6999999999999
flat,tulip violet,sector 69,2.0,9583.0,2087.0,Super Built up area 2087(193.89 sq.m.),4,4,2,0.0,South-East,Relatively New,2087.0,,,0,0,0,0,0,0,157,521.75
flat,tulip violet,sector 69,1.55,9639.0,1608.1,Super Built up area 1608(149.39 sq.m.),3,3,2,2.0,East,Relatively New,1608.0,,,0,0,0,1,0,2,86,536.0333333333333
flat,tulip violet,sector 69,1.46,9252.0,1578.0,Super Built up area 1578(146.6 sq.m.),3,3,2,0.0,North-East,Relatively New,1578.0,,,0,0,0,1,0,2,174,526.0
flat,tulip violet,sector 69,1.68,10071.0,1668.2,Super Built up area 1668(154.96 sq.m.),3,3,2,0.0,West,Relatively New,1668.0,,,0,0,0,0,0,0,157,556.0666666666667
flat,tulip violet,sector 69,1.2,8888.0,1350.1,Super Built up area 1350(125.42 sq.m.),2,3,1,0.0,North-West,Relatively New,1350.0,,,0,0,0,0,0,0,150,675.05
flat,tulip violet,sector 69,1.66,10134.0,1638.1,Super Built up area 1638(152.18 sq.m.),3,3,2,0.0,South-West,Relatively New,1638.0,,,0,0,0,0,0,0,157,546.0333333333333
flat,tulip violet,sector 69,1.6,10139.0,1578.1,Super Built up area 1578(146.6 sq.m.),3,3,2,0.0,North-West,Relatively New,1578.0,,,0,0,0,1,0,0,166,526.0333333333333
flat,tulip violet,sector 69,1.76,9513.0,1850.1,Super Built up area 1850(171.87 sq.m.),3,4,2,0.0,South-West,Relatively New,1850.0,,,0,0,0,0,0,0,157,616.6999999999999
