property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,Study room,Servant room,Store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
flat,central park flower valley,sector 33,3.3,13750.0,2400.0,Carpet area: 2400 (222.97 sq.m.),3,3,3,2.0,,Undefined,,,2400.0,1,1,1,1,0,0,61,800.0
flat,bestech park view residency,sector 2,1.51,7869.0,1918.9,Super Built up area 1920(178.37 sq.m.),3,4,3+,7.0,South-West,Moderately Old,1920.0,,,0,1,0,0,0,2,84,639.6333333333333
flat,emaar gurgaon greens,sector 102,1.38,13495.0,1022.6,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,6.0,North-East,Relatively New,1650.0,,1022.58,0,1,0,0,0,2,128,340.8666666666667
flat,emaar mgf the palm drive,sector 66,4.6,18400.0,2500.0,Super Built up area 3300(306.58 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),3,3,3,11.0,North,Relatively New,3300.0,,2500.0,1,1,1,1,0,0,131,833.3333333333334
flat,emaar gurgaon greens,sector 102,1.4,8484.0,1650.2,Super Built up area 1650(153.29 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,3,9.0,South-West,Relatively New,1650.0,,1200.0,0,1,0,0,0,0,49,550.0666666666667
flat,emaar mgf emerald floors premier,sector 65,3.5,17721.0,1975.1,Super Built up area 1975(183.48 sq.m.),4,4,3,4.0,East,Relatively New,1975.0,,,0,1,0,0,0,2,114,493.775
flat,mapsko royale ville,sector 82,0.99,5530.0,1790.2,Super Built up area 1790(166.3 sq.m.),3,4,2,14.0,South-West,Undefined,1790.0,,,0,1,0,0,0,0,95,596.7333333333333
flat,emaar mgf emerald floors premier,sector 65,2.65,16060.0,1650.1,Carpet area: 1650 (153.29 sq.m.),3,3,3,5.0,North,Relatively New,,,1650.0,1,1,0,0,0,0,37,550.0333333333333
flat,unitech greenwood city,sector 45,2.4,12346.0,1943.9,Super Built up area 216(180.6 sq.m.),3,3,2,1.0,North-West,Undefined,216.0,,,0,1,0,0,0,2,19,647.9666666666667
flat,ats tourmaline,sector 109,1.65,7674.0,2150.1,Super Built up area 2150(199.74 sq.m.),3,3,3+,16.0,North-East,Relatively New,2150.0,,,0,1,0,0,0,2,49,716.6999999999999
flat,railway officers rpf society,sector 9a,1.25,6921.0,1806.1,Carpet area: 1806 (167.78 sq.m.),4,3,3,1.0,,Undefined,,,1806.0,0,1,0,0,0,0,40,451.525
flat,emaar digihomes,sector 62,4.0,14871.0,2689.8,Super Built up area 2588.79(240.51 sq.m.),3,3,3,18.0,North,Undefined,2588.79,,,0,1,0,0,0,2,38,896.6
flat,emaar palm gardens,sector 83,1.8,9473.0,1900.1,Super Built up area 1900(176.52 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3,3,3,6.0,South,Relatively New,1900.0,,1240.04,0,1,0,0,0,2,97,633.3666666666667
flat,tarc maceo,sector 91,1.75,11121.0,1573.6,Super Built up area 2724(253.07 sq.m.)Carpet area: 1573.59 sq.ft. (146.19 sq.m.),4,3,3+,8.0,South,Relatively New,2724.0,,1573.59,1,1,1,1,0,0,128,393.4
flat,emaar mgf emerald floors premier,sector 65,2.35,14242.0,1650.0,Built Up area: 1650 (153.29 sq.m.),3,3,2,4.0,East,Relatively New,,1650.0,,1,1,0,0,0,0,165,550.0
flat,pioneer urban presidia,sector 62,7.15,16486.0,4337.0,Super Built up area 4337(402.92 sq.m.),4,5,3+,7.0,East,Relatively New,4337.0,,,1,1,1,0,0,2,158,1084.25
flat,emaar mgf palm hills,sector 77,1.64,8410.0,1950.1,Super Built up area 1950(181.16 sq.m.),4,3,3,9.0,South,Relatively New,1950.0,,,0,1,0,0,0,0,102,487.525
flat,emaar mgf emerald floors premier,sector 65,2.8,16969.0,1650.1,Super Built up area 1650(153.29 sq.m.),3,3,2,3.0,East,Relatively New,1650.0,,,0,1,0,0,0,0,105,550.0333333333333
flat,la lagune,sector 54,6.75,21360.0,3160.1,Super Built up area 3160(293.57 sq.m.)Built Up area: 2455 sq.ft. (228.08 sq.m.)Carpet area: 2240 sq.ft. (208.1 sq.m.),4,6,3+,11.0,East,Moderately Old,3160.0,2455.0,2240.0,0,1,0,0,0,2,119,790.025
flat,m3m merlin,sector 67,3.5,14583.0,2400.1,Super Built up area 2400(222.97 sq.m.)Carpet area: 2050 sq.ft. (190.45 sq.m.),3,4,3,17.0,South-East,Relatively New,2400.0,,2050.0,0,1,1,0,0,2,167,800.0333333333333
flat,m3m latitude,sector 65,4.6,26789.0,1717.1,Carpet area: 1717 (159.51 sq.m.),3,3,3,7.0,South,Undefined,,,1717.0,1,1,1,1,0,0,115,572.3666666666667
flat,m3m skywalk,sector 74,2.25,12500.0,1800.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3,5.0,North-East,Relatively New,2000.0,1900.0,1800.0,1,0,0,0,0,0,174,600.0
flat,dlf the primus,sector 82a,2.2,10516.0,2092.1,Super Built up area 2092(194.35 sq.m.),3,3,3+,16.0,North-East,Relatively New,2092.0,,,0,1,0,0,0,1,174,697.3666666666667
flat,dlf the primus,sector 82a,2.85,10936.0,2606.1,Super Built up area 2606(242.11 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4,4,3+,2.0,North-East,Undefined,2606.0,,1800.0,0,1,0,0,0,1,174,651.525
flat,dlf regal gardens,sector 90,1.76,7945.0,2215.2,Super Built up area 2215(205.78 sq.m.)Built Up area: 2020 sq.ft. (187.66 sq.m.)Carpet area: 1670 sq.ft. (155.15 sq.m.),4,4,3+,8.0,North,Relatively New,2215.0,2020.0,1670.0,0,0,0,0,0,2,135,553.8
flat,paras dews,sector 106,1.0,7220.0,1385.0,Super Built up area 1385(128.67 sq.m.)Built Up area: 940 sq.ft. (87.33 sq.m.)Carpet area: 845 sq.ft. (78.5 sq.m.),2,2,3+,2.0,North-East,Undefined,1385.0,940.0,845.0,0,0,0,0,0,2,21,692.5
flat,pioneer park,sector 61,3.6,12627.0,2851.0,Super Built up area 2851(264.87 sq.m.),4,4,3,3.0,North,Moderately Old,2851.0,,,0,1,0,0,0,2,121,712.75
flat,ss the leaf,sector 85,1.78,7392.0,2408.0,Super Built up area 2408(223.71 sq.m.),3,4,3+,6.0,West,Undefined,2408.0,,,0,0,1,0,0,0,113,802.6666666666666
flat,chd avenue,sector 71,0.98,6049.0,1620.1,Super Built up area 1620(150.5 sq.m.),3,3,3,0.0,South-East,Moderately Old,1620.0,,,1,0,0,0,0,0,65,540.0333333333333
flat,ireo skyon,sector 60,2.82,12818.0,2200.0,Super Built up area 2403(223.25 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,3,3,2.0,South-East,Relatively New,2403.0,2400.0,2200.0,0,1,0,0,0,2,174,733.3333333333334
flat,tata primanti,sector 72,3.21,16050.0,2000.0,Super Built up area 2185(202.99 sq.m.)Built Up area: 2140 sq.ft. (198.81 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,4,3+,15.0,North-East,Relatively New,2185.0,2140.0,2000.0,0,1,0,0,0,2,174,666.6666666666666
flat,la vida by tata housing,sector 113,1.9,18500.0,1027.0,Super Built up area 1579(146.69 sq.m.)Carpet area: 1027 sq.ft. (95.41 sq.m.),3,2,2,10.0,North-East,Relatively New,1579.0,,1027.0,0,0,0,1,0,2,174,342.3333333333333
flat,dlf regal gardens,sector 90,1.19,5505.0,2161.7,Super Built up area 1726(160.35 sq.m.),3,3,2,11.0,South-East,Relatively New,1726.0,,,0,0,0,0,1,0,88,720.5666666666666
flat,bestech park view ananda,sector 81,1.35,7541.0,1790.2,Super Built up area 1790(166.3 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3,3,3+,10.0,North-East,Moderately Old,1790.0,,1130.0,0,0,1,0,0,2,72,596.7333333333333
flat,tulip purple,sector 69,1.8,9000.0,2000.0,Super Built up area 2400(222.97 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),4,5,3+,4.0,North-East,Relatively New,2400.0,2200.0,2000.0,0,1,0,0,0,0,165,500.0
flat,indiabulls centrum park,sector 103,1.35,7541.0,1790.2,Super Built up area 1790(166.3 sq.m.),3,3,3+,3.0,North-East,Relatively New,1790.0,,,1,0,0,0,0,2,168,596.7333333333333
flat,sbtl caladium,sector 109,1.7,6679.0,2545.3,Super Built up area 2545(236.44 sq.m.),3,3,3+,9.0,North-East,Relatively New,2545.0,,,0,1,0,0,0,0,159,848.4333333333334
flat,vatika the seven lamps,sector 82,1.6,6597.0,2425.3,Super Built up area 2425(225.29 sq.m.),4,5,3+,8.0,South-West,Relatively New,2425.0,,,0,1,0,0,0,0,133,606.325
flat,ireo skyon,sector 60,2.65,13125.0,2019.0,Super Built up area 2045(189.99 sq.m.)Built Up area: 2037 sq.ft. (189.24 sq.m.)Carpet area: 2019 sq.ft. (187.57 sq.m.),3,4,3+,7.0,North-East,Moderately Old,2045.0,2037.0,2019.0,0,1,0,0,0,2,152,673.0
flat,orris carnation residency,sector 85,0.55,5788.0,950.2,Super Built up area 1115(103.59 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),2,2,2,5.0,North-East,Relatively New,1115.0,1050.0,950.0,0,0,0,0,1,0,174,475.1
flat,emaar gurgaon greens,sector 102,1.4,13691.0,1022.6,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,7.0,East,Relatively New,1650.0,,1022.58,0,1,0,0,0,0,67,340.8666666666667
flat,bestech park view residency,sector 2,1.26,8051.0,1565.0,Super Built up area 1565(145.39 sq.m.),2,2,3,7.0,South-East,Moderately Old,1565.0,,,1,0,0,0,0,0,84,782.5
flat,m3m woodshire,sector 107,1.7,6141.0,2768.3,Super Built up area 2768(257.16 sq.m.),4,5,3+,9.0,South,Relatively New,2768.0,,,0,1,0,0,0,0,79,692.075
flat,ambience creacions,sector 22,4.1,28101.0,1459.0,Super Built up area 2781(258.36 sq.m.)Carpet area: 1459 sq.ft. (135.55 sq.m.),3,3,3+,2.0,North-East,Undefined,2781.0,,1459.0,0,0,0,0,0,1,119,486.3333333333333
flat,indiabulls centrum park,sector 103,1.01,8080.0,1250.0,Super Built up area 1423(132.2 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),2,2,3,5.0,West,Relatively New,1423.0,,1250.0,0,0,1,0,0,2,165,625.0
flat,pareena coban residences,sector 99a,1.45,7260.0,1997.2,Super Built up area 1997(185.53 sq.m.),3,5,3,11.0,,Relatively New,1997.0,,,0,1,0,0,1,2,49,665.7333333333333
flat,parsvnath green ville,sector 48,1.6,8376.0,1910.2,Super Built up area 1910(177.44 sq.m.)Built Up area: 1895 sq.ft. (176.05 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3+,8.0,North,Undefined,1910.0,1895.0,1800.0,0,0,0,0,1,2,49,636.7333333333333
flat,emaar mgf the palm drive,sector 66,2.99,14950.0,2000.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,3,7.0,East,Relatively New,2000.0,1800.0,1500.0,0,1,0,0,0,2,49,666.6666666666666
flat,conscient heritage max,sector 102,1.9,9783.0,1942.1,Super Built up area 1942(180.42 sq.m.),3,4,3+,20.0,North-East,Relatively New,1942.0,,,0,1,0,0,0,0,165,647.3666666666667
flat,emaar mgf emerald estate,sector 65,1.75,12544.0,1395.1,Super Built up area 1395(129.6 sq.m.)Carpet area: 809 sq.ft. (75.16 sq.m.),3,3,3,10.0,North-East,Relatively New,1395.0,,809.0,0,1,0,0,0,2,124,465.0333333333333
flat,dlf regal gardens,sector 90,1.3,7150.0,1818.2,Super Built up area 1818(168.9 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3+,7.0,South,Relatively New,1818.0,1700.0,1400.0,0,0,0,0,0,0,141,606.0666666666667
flat,ireo victory valley,sector 67,2.95,12235.0,2411.1,Super Built up area 2411(223.99 sq.m.)Carpet area: 1906 sq.ft. (177.07 sq.m.),3,3,3,10.0,North-West,Relatively New,2411.0,,1906.0,0,1,0,0,0,2,174,803.6999999999999
flat,m3m merlin,sector 67,3.4,14418.0,2358.2,Super Built up area 2358(219.07 sq.m.)Carpet area: 1708 sq.ft. (158.68 sq.m.),3,4,3,16.0,North-West,Relatively New,2358.0,,1708.0,0,1,0,0,0,2,174,786.0666666666666
flat,m3m merlin,sector 67,3.32,14079.0,2358.1,Super Built up area 2358(219.07 sq.m.)Carpet area: 1709 sq.ft. (158.77 sq.m.),3,4,3,8.0,North-West,Undefined,2358.0,,1709.0,0,1,0,0,0,2,174,786.0333333333333
flat,bestech park view residency,sector 2,0.95,6713.0,1415.2,Super Built up area 1415(131.46 sq.m.),2,2,3,1.0,North-East,Moderately Old,1415.0,,,0,0,0,0,0,2,82,707.6
flat,m3m skywalk,sector 74,1.55,13790.0,1124.0,Super Built up area 1406(130.62 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1124 sq.ft. (104.42 sq.m.),2,2,3+,18.0,South,Relatively New,1406.0,1300.0,1124.0,0,0,0,0,1,0,137,562.0
flat,m3m skywalk,sector 74,1.54,10814.0,1424.1,Super Built up area 1424(132.29 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1139 sq.ft. (105.82 sq.m.),2,2,3+,15.0,South-East,Relatively New,1424.0,1200.0,1139.0,0,0,0,0,1,0,137,712.05
flat,m3m skywalk,sector 74,2.45,12140.0,2018.1,Super Built up area 2018(187.48 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1614 sq.ft. (149.95 sq.m.),3,3,3+,25.0,South-West,Relatively New,2018.0,1800.0,1614.0,1,0,0,0,0,0,137,672.6999999999999
flat,puri emerald bay,sector 104,2.6,15160.0,1715.0,Super Built up area 2450(227.61 sq.m.)Carpet area: 1715 sq.ft. (159.33 sq.m.),3,4,3+,5.0,,Relatively New,2450.0,,1715.0,1,1,0,0,0,0,81,571.6666666666666
flat,ss the leaf,sector 85,1.83,7610.0,2404.7,Super Built up area 2408(223.71 sq.m.)Built Up area: 1925 sq.ft. (178.84 sq.m.)Carpet area: 1875 sq.ft. (174.19 sq.m.),3,4,3,9.0,North-East,Relatively New,2408.0,1925.0,1875.0,0,0,0,0,0,0,49,801.5666666666666
flat,ss the leaf,sector 85,1.09,6661.0,1636.4,Super Built up area 1640(152.36 sq.m.)Built Up area: 1475 sq.ft. (137.03 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),2,2,3,5.0,North-East,Relatively New,1640.0,1475.0,1350.0,0,0,0,0,0,0,49,818.2
flat,ss the leaf,sector 85,1.87,7780.0,2403.6,Super Built up area 2408(223.71 sq.m.)Built Up area: 2225 sq.ft. (206.71 sq.m.)Carpet area: 2175 sq.ft. (202.06 sq.m.),3,4,3,7.0,North-East,Relatively New,2408.0,2225.0,2175.0,0,0,0,0,0,0,49,801.1999999999999
flat,ss the leaf,sector 85,1.05,6163.0,1703.7,Super Built up area 1671(155.24 sq.m.),2,2,3+,7.0,West,Relatively New,1671.0,,,0,0,1,0,0,0,144,851.85
flat,ss the leaf,sector 85,1.77,7350.0,2408.2,Super Built up area 2408(223.71 sq.m.),3,4,3+,7.0,South-West,Undefined,2408.0,,,0,0,1,0,0,0,107,802.7333333333332
flat,m3m skywalk,sector 74,2.2,10901.0,2018.2,Super Built up area 2018(187.48 sq.m.),3,3,3,12.0,,Undefined,2018.0,,,1,0,0,0,0,2,15,672.7333333333333
flat,ansal api celebrity suites,sector 2,0.6,8163.0,735.0,Super Built up area 735(68.28 sq.m.),1,1,1,5.0,North-East,Moderately Old,735.0,,,0,0,0,0,0,2,88,735.0
flat,cghs airport apartment,sector 47,1.8,6000.0,3000.0,Super Built up area 3000(278.71 sq.m.)Carpet area: 2700 sq.ft. (250.84 sq.m.),4,4,3+,4.0,North-West,Moderately Old,3000.0,,2700.0,0,0,1,0,0,2,120,750.0
flat,sbr minda sec-1 imt manesar,manesar,0.64,4193.0,1526.4,Carpet area: 1526 (141.77 sq.m.),3,2,3+,6.0,East,Undefined,,,1526.0,0,0,0,0,0,0,51,508.8
flat,prasha apartments,manesar,0.75,3309.0,2266.5,Super Built up area 2115(196.49 sq.m.),3,3,3+,3.0,West,Moderately Old,2115.0,,,0,1,0,0,0,0,31,755.5
flat,m3m golfestate,sector 65,4.95,15906.0,3112.0,Super Built up area 3112(289.11 sq.m.),3,3,3,10.0,North,Relatively New,3112.0,,,0,1,0,0,0,2,82,1037.3333333333333
flat,experion windchants,sector 112,4.25,11294.0,3763.1,Super Built up area 3763(349.59 sq.m.)Built Up area: 3000 sq.ft. (278.71 sq.m.)Carpet area: 2800 sq.ft. (260.13 sq.m.),3,5,2,15.0,South,Relatively New,3763.0,3000.0,2800.0,0,1,0,1,0,0,72,1254.3666666666666
flat,experion windchants,sector 112,5.31,11204.0,4739.4,Super Built up area 4739(440.27 sq.m.)Built Up area: 3573.33 sq.ft. (331.97 sq.m.)Carpet area: 3400 sq.ft. (315.87 sq.m.),4,6,3+,15.0,South,Relatively New,4739.0,3573.33,3400.0,0,1,0,1,0,0,72,1184.85
flat,emaar gurgaon greens,sector 102,1.4,8484.0,1650.2,Super Built up area 1650(153.29 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,10.0,East,Relatively New,1650.0,1300.0,1022.58,0,1,0,0,0,0,46,550.0666666666667
flat,experion windchants,sector 112,2.8,11470.0,2441.2,Super Built up area 2441(226.78 sq.m.)Built Up area: 1939.03 sq.ft. (180.14 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2,3,2,9.0,South-East,Relatively New,2441.0,1939.03,1800.0,1,1,0,0,0,0,137,1220.6
flat,indiabulls enigma,sector 110,4.1,10567.0,3880.0,Super Built up area 3880(360.46 sq.m.)Built Up area: 3500 sq.ft. (325.16 sq.m.)Carpet area: 3000 sq.ft. (278.71 sq.m.),5,5,2,10.0,East,Relatively New,3880.0,3500.0,3000.0,0,1,0,0,0,0,159,776.0
flat,indiabulls enigma,sector 110,3.4,10000.0,3400.0,Super Built up area 3400(315.87 sq.m.)Built Up area: 3000 sq.ft. (278.71 sq.m.)Carpet area: 2800 sq.ft. (260.13 sq.m.),4,5,3,10.0,South-West,Relatively New,3400.0,3000.0,2800.0,0,1,0,0,0,0,152,850.0
flat,ireo skyon,sector 60,3.05,12788.0,2385.0,Super Built up area 2385(221.57 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,3,3,9.0,South-East,Relatively New,2385.0,2300.0,2200.0,0,1,0,0,0,2,165,795.0
flat,tata primanti,sector 72,4.25,13076.0,3250.2,Super Built up area 3250(301.93 sq.m.),4,4,3+,0.0,North,Relatively New,3250.0,,,0,1,0,0,0,2,174,812.55
flat,vatika independent floors,sector 82,1.16,6987.0,1660.2,Carpet area: 1660 (154.22 sq.m.),3,3,3+,1.0,South-East,Relatively New,,,1660.0,0,1,1,1,0,2,151,553.4
flat,citizen apartment,sector 51,3.55,6826.0,5200.7,Built Up area: 5200 (483.1 sq.m.)Carpet area: 4700 sq.ft. (436.64 sq.m.),5,6,3+,11.0,North,Moderately Old,,5200.0,4700.0,1,1,1,1,0,2,157,1040.1399999999999
flat,adani m2k oyster grande,sector 102,1.8,9528.0,1889.2,Super Built up area 1889(175.49 sq.m.),3,4,3,17.0,South-East,Relatively New,1889.0,,,0,1,0,0,0,0,49,629.7333333333333
flat,shapoorji pallonji joyville gurugram,sector 102,1.75,15514.0,1128.0,Super Built up area 1852(172.06 sq.m.)Carpet area: 1128 sq.ft. (104.79 sq.m.),3,3,3+,1.0,East,Relatively New,1852.0,,1128.0,0,0,0,0,0,0,49,376.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.2,14563.0,824.0,Super Built up area 1359(126.26 sq.m.)Carpet area: 824 sq.ft. (76.55 sq.m.),2,2,3,0.0,North-East,Relatively New,1359.0,,824.0,0,0,0,0,0,0,49,412.0
flat,emaar gurgaon greens,sector 102,1.52,9212.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,7.0,North-West,Relatively New,1650.0,,1022.58,0,1,0,0,0,2,137,550.0
flat,kiran residency,sector 56,1.55,6888.0,2250.3,Super Built up area 2250(209.03 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),3,3,3+,5.0,North,Moderately Old,2250.0,1900.0,1750.0,0,1,0,1,0,2,92,750.1
flat,dlf the ultima,sector 81,2.4,11412.0,2103.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3,3,3+,12.0,North-East,Relatively New,2103.0,1650.0,1257.0,0,1,0,0,0,1,49,701.0
flat,dlf the ultima,sector 81,2.35,11174.0,2103.1,Super Built up area 2103(195.38 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3,3,3+,14.0,South,Relatively New,2103.0,1550.0,1257.0,1,1,0,1,1,1,49,701.0333333333333
flat,dlf the ultima,sector 81,2.28,10841.0,2103.1,Super Built up area 2103(195.38 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3,3,3+,14.0,East,Relatively New,2103.0,1750.0,1257.0,0,1,0,0,0,1,49,701.0333333333333
flat,ss the coralwood,sector 84,1.1,4857.0,2264.8,Super Built up area 1750(162.58 sq.m.),3,3,2,9.0,North,Relatively New,1750.0,,,0,0,0,0,0,0,75,754.9333333333334
flat,dlf the ultima,sector 81,2.3,10936.0,2103.1,Super Built up area 2103(195.38 sq.m.)Built Up area: 1617 sq.ft. (150.22 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3,3,3+,19.0,East,Relatively New,2103.0,1617.0,1257.0,1,1,0,1,1,1,49,701.0333333333333
flat,m3m woodshire,sector 107,1.35,5717.0,2361.4,Super Built up area 2361(219.34 sq.m.)Built Up area: 1950 sq.ft. (181.16 sq.m.),3,4,3+,8.0,South,Relatively New,2361.0,1950.0,,0,1,0,0,0,2,74,787.1333333333333
flat,puri emerald bay,sector 104,2.45,10000.0,2450.0,Super Built up area 2450(227.61 sq.m.)Carpet area: 1840 sq.ft. (170.94 sq.m.),3,4,3+,14.0,South,Relatively New,2450.0,,1840.0,0,1,0,0,0,2,56,816.6666666666666
flat,m3m woodshire,sector 107,0.9,5867.0,1534.0,Super Built up area 1534(142.51 sq.m.)Carpet area: 1056 sq.ft. (98.11 sq.m.),2,2,3,8.0,South,Relatively New,1534.0,,1056.0,1,0,0,0,0,2,74,767.0
flat,emaar mgf emerald floors premier,sector 65,2.8,14177.0,1975.0,Carpet area: 1975 (183.48 sq.m.),4,4,3,2.0,South,Relatively New,,,1975.0,1,1,0,0,0,2,108,493.75
flat,eros wembley estate,sector 50,1.4,10174.0,1376.1,Super Built up area 1376(127.83 sq.m.),3,3,2,9.0,East,Relatively New,1376.0,,,0,0,1,0,0,2,117,458.7
flat,bestech park view residency,sector 2,1.36,7646.0,1778.7,Super Built up area 1780(165.37 sq.m.),3,3,3+,5.0,South-West,Moderately Old,1780.0,,,0,0,0,0,0,0,84,592.9
flat,bestech park view residency,sector 2,0.98,6961.0,1407.8,Super Built up area 1415(131.46 sq.m.),2,2,3,0.0,East,Moderately Old,1415.0,,,0,0,0,0,0,0,85,703.9
flat,bestech park view residency,sector 2,0.56,8633.0,648.7,Carpet area: 651 (60.48 sq.m.),1,1,2,6.0,South,Moderately Old,,,651.0,0,0,0,0,0,0,77,648.7
flat,alpha corp gurgaonone,sector 84,2.2,7586.0,2900.1,Carpet area: 2900 (269.42 sq.m.),4,4,3,10.0,South,Relatively New,,,2900.0,0,1,0,0,0,0,21,725.025
flat,deepak minda,manesar,1.2,4528.0,2650.2,Carpet area: 2650 (246.19 sq.m.),3,3,3+,6.0,North-West,Moderately Old,,,2650.0,0,1,0,0,0,0,7,883.4
flat,indiabulls centrum park,sector 103,1.33,8580.0,1550.1,Super Built up area 1790(166.3 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,3+,8.0,East,Relatively New,1790.0,,1550.0,1,0,0,0,0,0,150,516.6999999999999
flat,imperia the esfera,sector 37c,0.87,5513.0,1578.1,Super Built up area 1578(146.6 sq.m.),2,3,3+,9.0,North-East,Undefined,1578.0,,,1,0,0,0,0,0,49,789.05
flat,ss the leaf,sector 85,1.09,6666.0,1635.2,Super Built up area 1640(152.36 sq.m.)Built Up area: 1638 sq.ft. (152.18 sq.m.)Carpet area: 1635 sq.ft. (151.9 sq.m.),2,2,3,9.0,South-West,Relatively New,1640.0,1638.0,1635.0,0,0,1,0,0,0,174,817.6
flat,emaar mgf the palm drive,sector 66,3.0,15384.0,1950.1,Super Built up area 1950(181.16 sq.m.)Built Up area: 1720 sq.ft. (159.79 sq.m.)Carpet area: 1620 sq.ft. (150.5 sq.m.),3,3,2,12.0,East,Relatively New,1950.0,1720.0,1620.0,0,1,0,0,0,0,96,650.0333333333333
flat,emaar palm gardens,sector 83,1.75,9210.0,1900.1,Super Built up area 1900(176.52 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3,3,3+,11.0,East,Relatively New,1900.0,,1240.04,0,1,0,0,0,0,120,633.3666666666667
flat,emaar palm gardens,sector 83,1.75,9210.0,1900.1,Super Built up area 1900(176.52 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3,3,3,6.0,North-West,Relatively New,1900.0,,1240.04,0,1,0,0,0,2,105,633.3666666666667
flat,ireo skyon,sector 60,3.8,13571.0,2800.1,Super Built up area 2800(260.13 sq.m.)Built Up area: 2791 sq.ft. (259.29 sq.m.)Carpet area: 2768 sq.ft. (257.16 sq.m.),4,5,3,15.0,East,Moderately Old,2800.0,2791.0,2768.0,0,1,0,0,0,2,145,700.025
flat,dlf the ultima,sector 81,3.5,11686.0,2995.0,Super Built up area 2995(278.24 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),4,5,3+,7.0,North-East,Relatively New,2995.0,,2200.0,0,1,0,0,0,1,174,748.75
flat,dlf regal gardens,sector 90,1.78,8036.0,2215.0,Super Built up area 2215(205.78 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),4,4,3+,8.0,South,Relatively New,2215.0,2000.0,1650.0,0,0,0,0,0,0,126,553.75
flat,ss the leaf,sector 85,1.08,6585.0,1640.1,Super Built up area 1640(152.36 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1125 sq.ft. (104.52 sq.m.),2,2,3,8.0,North-East,Undefined,1640.0,1200.0,1125.0,1,1,1,1,0,2,157,820.05
