property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,Servant room,Store room,furnishing_type,luxury_cat,floorNum_cat,price
0.0,12.0,3,3,3.0,2.0,1367.661,1,0,0,1.0,2.0,1.35
0.0,13.0,2,2,2.0,2.0,1485.0000000000002,0,0,0,0.0,1.0,0.9
0.0,12.0,3,3,4.0,2.0,1800.0,1,0,2,2.0,2.0,1.98
0.0,37.0,4,4,3.0,2.0,1890.0,1,0,2,0.0,0.0,3.7
0.0,96.0,2,2,3.0,2.0,1729.2,0,0,0,0.0,2.0,1.29
0.0,67.0,3,3,4.0,2.0,3181.2000000000003,0,0,0,0.0,1.0,5.6
0.0,112.0,4,4,3.0,2.0,2357.3,1,0,0,2.0,0.0,1.25
0.0,88.0,2,2,4.0,2.0,1173.6,0,0,2,1.0,0.0,1.27
0.0,18.0,3,2,4.0,2.0,1410.6,1,0,2,2.0,1.0,1.36
0.0,51.0,3,3,3.0,2.0,1250.0,0,0,0,0.0,2.0,1.0
0.0,61.0,4,5,4.0,0.0,5008.3,0,0,2,2.0,0.0,4.25
0.0,102.0,3,3,4.0,2.0,2090.0,0,0,0,2.0,2.0,1.8
0.0,89.0,3,4,2.0,2.0,1917.3,1,0,1,1.0,0.0,1.25
0.0,118.0,2,2,1.0,2.0,412.0098003,0,0,2,0.0,2.0,0.27
0.0,73.0,3,3,1.0,2.0,3327.5000000000005,1,0,0,0.0,0.0,5.5
0.0,112.0,3,3,3.0,2.0,2189.0,0,0,0,1.0,1.0,0.85
0.0,46.0,2,2,2.0,2.0,1523.5000000000002,0,0,0,2.0,0.0,1.07
0.0,82.0,1,1,1.0,2.0,826.0,0,0,0,0.0,0.0,0.95
0.0,18.0,2,3,3.0,2.0,978.23,1,0,2,1.0,1.0,0.87
0.0,18.0,4,5,3.0,2.0,2343.0,1,0,1,2.0,0.0,4.1
0.0,46.0,2,2,4.0,2.0,1521.3000000000002,0,0,0,0.0,2.0,1.27
0.0,76.0,2,2,2.0,1.0,1035.0,0,0,0,0.0,2.0,1.47
0.0,81.0,3,4,3.0,2.0,2000.0,1,0,2,2.0,2.0,3.45
0.0,33.0,2,2,3.0,0.0,1721.5000000000002,0,0,0,2.0,2.0,1.18
0.0,33.0,3,4,4.0,0.0,2112.0,1,0,0,2.0,2.0,1.55
0.0,82.0,3,4,3.0,2.0,2100.0,1,0,2,0.0,0.0,3.39
0.0,105.0,3,3,4.0,2.0,1780.0,1,0,0,1.0,0.0,1.54
0.0,12.0,3,3,3.0,2.0,1367.661,1,0,0,1.0,2.0,1.42
0.0,44.0,3,3,2.0,2.0,1410.0,0,0,0,0.0,1.0,1.3
0.0,40.0,3,3,2.0,2.0,1700.0,1,0,0,2.0,0.0,2.25
0.0,82.0,3,4,3.0,2.0,2490.0,1,0,2,1.0,0.0,3.5
0.0,34.0,4,6,4.0,2.0,2250.0,1,0,1,0.0,0.0,4.8
0.0,112.0,2,2,2.0,1.0,1316.7,0,0,2,0.0,1.0,0.78
0.0,117.0,3,3,2.0,2.0,1495.35,0,0,2,0.0,1.0,0.88
0.0,12.0,3,3,3.0,2.0,2857.8,1,1,0,1.0,1.0,2.6
0.0,37.0,4,4,3.0,2.0,2223.0,1,0,0,0.0,1.0,3.4
0.0,18.0,3,4,2.0,2.0,2203.3,0,0,0,1.0,2.0,2.9
0.0,18.0,2,2,2.0,0.0,1655.5000000000002,0,0,0,2.0,0.0,0.7
0.0,105.0,3,3,4.0,2.0,1780.0,0,0,0,1.0,0.0,1.5
0.0,4.0,3,3,3.0,2.0,1206.0,0,0,2,0.0,1.0,1.28
0.0,25.0,3,3,4.0,2.0,1864.5,0,0,0,0.0,1.0,2.51
0.0,36.0,4,5,4.0,2.0,3150.0,1,0,1,0.0,2.0,6.5
0.0,96.0,3,3,3.0,1.0,1650.0,1,0,0,2.0,2.0,1.85
0.0,13.0,4,6,3.0,2.0,3162.5000000000005,1,0,0,0.0,2.0,2.45
0.0,104.0,3,4,2.0,2.0,1616.0,1,0,0,2.0,2.0,1.38
0.0,4.0,4,4,4.0,2.0,5885.000000000001,1,1,2,1.0,0.0,5.9
0.0,100.0,4,6,4.0,2.0,5379.0,1,0,2,1.0,0.0,3.0
0.0,11.0,4,4,4.0,0.0,1584.0,0,0,1,0.0,0.0,2.01
0.0,52.0,4,4,4.0,2.0,1583.1,0,0,1,0.0,0.0,2.1
0.0,36.0,3,4,4.0,2.0,3180.2000000000003,1,1,2,1.0,2.0,4.25
0.0,62.0,3,4,3.0,2.0,2060.0,0,0,2,0.0,2.0,2.55
0.0,66.0,4,3,3.0,0.0,2125.0,1,0,1,1.0,2.0,2.0
0.0,64.0,3,4,4.0,0.0,2283.3,1,0,2,1.0,2.0,3.25
0.0,3.0,3,3,3.0,3.0,1857.9,0,0,0,0.0,1.0,1.6
0.0,33.0,3,4,4.0,0.0,2112.0,1,0,0,2.0,0.0,1.5
0.0,18.0,3,3,2.0,2.0,2577.3,1,0,0,2.0,0.0,3.75
0.0,33.0,2,2,3.0,0.0,1274.4,0,0,2,2.0,0.0,0.95
0.0,29.0,4,3,3.0,0.0,1170.0,0,0,2,2.0,2.0,1.4
0.0,105.0,3,4,4.0,2.0,1580.0,0,1,0,1.0,0.0,1.56
0.0,12.0,3,3,3.0,2.0,1367.661,1,0,0,1.0,2.0,1.35
0.0,12.0,2,2,2.0,2.0,1191.95,0,0,2,0.0,0.0,1.4
0.0,40.0,3,3,2.0,2.0,1700.0,1,0,0,1.0,0.0,2.26
0.0,46.0,2,2,2.0,2.0,1492.0,0,0,0,2.0,1.0,1.2
0.0,51.0,4,4,3.0,2.0,2687.3,1,0,0,1.0,1.0,2.08
0.0,104.0,3,4,3.0,2.0,2648.8,1,0,0,0.0,2.0,1.75
0.0,82.0,3,3,3.0,2.0,2200.0,1,0,2,0.0,2.0,2.99
0.0,77.0,2,2,2.0,2.0,1659.086,1,0,0,2.0,0.0,2.1
0.0,82.0,3,3,4.0,2.0,2139.65,1,0,2,1.0,0.0,2.87
0.0,40.0,3,3,2.0,2.0,1954.7,1,0,0,1.0,0.0,2.35
0.0,80.0,3,3,3.0,2.0,1650.0,1,0,0,1.0,1.0,2.35
0.0,13.0,3,4,4.0,2.0,3009.6,1,0,2,0.0,0.0,1.9
0.0,104.0,3,3,2.0,0.0,1350.0,0,0,0,0.0,2.0,0.72
0.0,5.0,3,2,4.0,0.0,1373.4,0,0,0,0.0,2.0,0.65
0.0,99.0,3,4,4.0,2.0,1760.0,1,0,1,1.0,0.0,2.34
0.0,25.0,4,5,4.0,2.0,2060.0,0,0,2,2.0,0.0,2.57
0.0,51.0,3,3,4.0,2.0,2191.0,0,0,0,0.0,2.0,1.71
0.0,22.0,5,5,3.0,2.0,4213.0,1,0,0,1.0,2.0,3.79
0.0,70.0,4,4,4.0,2.0,2600.0,0,1,2,1.0,2.0,2.05
0.0,80.0,3,3,3.0,2.0,3276.9,1,0,2,2.0,0.0,5.2
0.0,81.0,3,3,3.0,2.0,2020.0,1,1,0,1.0,0.0,3.2
0.0,44.0,2,2,1.0,2.0,1089.0,0,0,0,2.0,2.0,0.69
0.0,24.0,3,3,2.0,2.0,2225.56,1,0,2,1.0,0.0,3.75
0.0,24.0,3,4,4.0,2.0,2225.56,1,0,2,1.0,0.0,3.65
0.0,24.0,4,5,4.0,2.0,3655.35,1,0,2,1.0,2.0,5.49
0.0,103.0,4,4,4.0,2.0,2304.5,0,0,0,2.0,2.0,1.05
0.0,18.0,3,4,2.0,2.0,2280.1900000000005,0,0,0,1.0,0.0,3.35
0.0,60.0,3,3,4.0,0.0,2294.6000000000004,1,0,2,1.0,0.0,2.4
0.0,70.0,3,3,4.0,0.0,2251.0,1,0,2,1.0,2.0,1.71
0.0,16.0,5,6,4.0,3.0,3827.25,0,0,2,2.0,0.0,6.3
0.0,19.0,3,3,2.0,0.0,2086.2000000000003,1,0,2,1.0,2.0,2.2
0.0,22.0,4,4,3.0,2.0,3740.000000000001,1,0,0,1.0,0.0,3.25
0.0,61.0,4,5,4.0,2.0,3582.0,1,0,0,0.0,1.0,11.25
0.0,46.0,3,3,3.0,2.0,2160.0,1,1,0,2.0,1.0,3.3
0.0,33.0,3,4,4.0,0.0,2112.0,1,0,2,2.0,2.0,1.51
0.0,12.0,3,3,3.0,2.0,1367.661,1,0,2,1.0,2.0,1.38
0.0,81.0,3,3,3.0,2.0,2940.0,1,1,0,1.0,0.0,4.6
0.0,12.0,3,3,3.0,2.0,1447.5,1,0,0,0.0,2.0,1.4
0.0,80.0,4,4,3.0,2.0,2172.5,1,0,2,1.0,2.0,3.5
0.0,100.0,3,4,2.0,2.0,1969.0,1,0,0,2.0,0.0,0.99
0.0,80.0,3,3,3.0,2.0,1485.0,1,0,0,0.0,2.0,2.65
0.0,58.0,3,3,2.0,0.0,237.6,1,0,2,0.0,1.0,2.4
0.0,19.0,3,3,4.0,2.0,2365.0,1,0,2,0.0,0.0,1.65
0.0,117.0,4,3,3.0,2.0,1625.4,1,0,0,0.0,1.0,1.25
0.0,77.0,3,3,3.0,2.0,2847.6690000000003,1,0,2,0.0,0.0,4.0
0.0,102.0,3,3,3.0,2.0,1603.018,1,0,2,2.0,2.0,1.8
0.0,111.0,4,3,4.0,2.0,2206.3155,1,1,0,1.0,2.0,1.75
0.0,80.0,3,3,2.0,2.0,1650.0,1,0,0,1.0,2.0,2.35
0.0,77.0,4,5,4.0,2.0,4770.700000000001,1,1,2,1.0,2.0,7.15
0.0,94.0,4,3,3.0,2.0,2145.0,1,0,0,1.0,2.0,1.64
0.0,80.0,3,3,2.0,2.0,1815.0,1,0,0,1.0,2.0,2.8
0.0,68.0,4,6,4.0,0.0,2455.0,1,0,2,1.0,0.0,6.75
0.0,82.0,3,4,3.0,2.0,2242.5,1,1,2,1.0,0.0,3.5
0.0,80.0,3,3,3.0,2.0,1545.3,1,1,0,1.0,2.0,4.6
0.0,92.0,3,3,3.0,2.0,1900.0,0,0,0,1.0,2.0,2.25
0.0,101.0,3,3,4.0,2.0,2301.2000000000003,1,0,1,1.0,0.0,2.2
0.0,101.0,4,4,4.0,2.0,2243.3,1,0,1,1.0,1.0,2.85
0.0,110.0,4,4,4.0,2.0,2020.0,0,0,2,1.0,2.0,1.76
0.0,16.0,2,2,4.0,2.0,940.0,0,0,2,0.0,1.0,1.0
0.0,76.0,4,4,3.0,0.0,3136.1000000000004,1,0,2,1.0,2.0,3.6
0.0,104.0,3,4,4.0,2.0,2648.8,0,1,0,1.0,2.0,1.78
0.0,89.0,3,3,3.0,0.0,1782.0000000000002,0,0,0,2.0,1.0,0.98
0.0,75.0,3,3,3.0,2.0,2400.0,1,0,2,1.0,1.0,2.82
0.0,90.0,3,4,4.0,2.0,2140.0,1,0,2,1.0,0.0,3.21
0.0,25.0,3,2,2.0,2.0,1330.6,0,0,2,1.0,0.0,1.9
0.0,110.0,3,3,2.0,2.0,1898.6,0,0,0,2.0,0.0,1.19
0.0,99.0,3,3,4.0,0.0,1493.0,0,1,2,2.0,0.0,1.35
0.0,85.0,4,5,4.0,2.0,2200.0,1,0,0,1.0,2.0,1.8
0.0,13.0,3,3,4.0,2.0,1969.0,0,0,2,1.0,2.0,1.35
0.0,19.0,3,3,4.0,2.0,2799.5,1,0,0,1.0,2.0,1.7
0.0,100.0,4,5,4.0,2.0,2667.5,1,0,0,1.0,2.0,1.6
0.0,75.0,3,4,4.0,0.0,2037.0,1,0,2,1.0,2.0,2.65
0.0,104.0,2,2,2.0,2.0,1050.0,0,0,0,1.0,2.0,0.55
0.0,12.0,3,3,3.0,2.0,1367.661,1,0,0,2.0,2.0,1.4
0.0,33.0,2,2,3.0,0.0,1721.5000000000002,0,0,0,2.0,2.0,1.26
0.0,17.0,4,5,4.0,2.0,3044.8,1,0,0,2.0,2.0,1.7
0.0,34.0,3,3,4.0,2.0,2186.1000000000004,0,0,1,1.0,1.0,4.1
0.0,13.0,2,2,3.0,2.0,1345.15,0,1,2,1.0,2.0,1.01
0.0,116.0,3,5,3.0,2.0,2196.7000000000003,1,0,2,0.0,0.0,1.45
0.0,61.0,3,3,4.0,0.0,1895.0,0,0,2,0.0,2.0,1.6
0.0,81.0,3,3,3.0,2.0,1800.0,1,0,2,0.0,2.0,2.99
0.0,12.0,3,4,4.0,2.0,2136.2000000000003,1,0,0,1.0,0.0,1.9
0.0,80.0,3,3,3.0,2.0,1131.3000000000002,1,0,2,1.0,0.0,1.75
0.0,110.0,3,3,4.0,2.0,1700.0,0,0,0,1.0,2.0,1.3
0.0,82.0,3,3,3.0,2.0,2183.75,1,0,2,1.0,0.0,2.95
0.0,82.0,3,4,3.0,2.0,2065.5,1,0,2,1.0,0.0,3.4
0.0,82.0,3,4,3.0,2.0,2065.9500000000003,1,0,2,1.0,2.0,3.32
0.0,33.0,2,2,3.0,0.0,1556.5000000000002,0,0,2,2.0,1.0,0.95
0.0,92.0,2,2,4.0,2.0,1300.0,0,0,0,1.0,0.0,1.55
0.0,92.0,2,2,4.0,2.0,1200.0,0,0,0,1.0,0.0,1.54
0.0,92.0,3,3,4.0,2.0,1800.0,0,0,0,1.0,0.0,2.45
0.0,14.0,3,4,4.0,2.0,2119.25,1,0,0,2.0,2.0,2.6
0.0,104.0,3,4,3.0,2.0,1925.0,0,0,0,0.0,2.0,1.83
0.0,104.0,2,2,3.0,2.0,1475.0,0,0,0,0.0,2.0,1.09
0.0,104.0,3,4,3.0,2.0,2225.0,0,0,0,0.0,2.0,1.87
0.0,104.0,2,2,4.0,2.0,1838.1,0,1,0,1.0,2.0,1.05
0.0,104.0,3,4,4.0,2.0,2648.8,0,1,0,1.0,2.0,1.77
0.0,92.0,3,3,3.0,2.0,2219.8,0,0,2,0.0,0.0,2.2
0.0,33.0,1,1,1.0,0.0,808.5000000000001,0,0,2,2.0,2.0,0.6
0.0,60.0,4,4,4.0,0.0,2865.0,0,1,2,1.0,2.0,1.8
0.0,5.0,3,2,4.0,0.0,1373.4,0,0,0,2.0,2.0,0.64
0.0,5.0,3,3,4.0,0.0,2326.5,1,0,0,0.0,2.0,0.75
0.0,80.0,3,3,3.0,2.0,3423.2000000000003,1,0,2,2.0,0.0,4.95
0.0,24.0,3,5,2.0,2.0,3000.0,1,0,0,2.0,0.0,4.25
0.0,24.0,4,6,4.0,2.0,3573.33,1,0,0,2.0,0.0,5.31
0.0,12.0,3,3,3.0,2.0,1300.0,1,0,0,0.0,0.0,1.4
0.0,24.0,2,3,2.0,2.0,1939.03,1,0,0,1.0,2.0,2.8
0.0,22.0,5,5,2.0,2.0,3500.0,1,0,0,1.0,0.0,4.1
0.0,22.0,4,5,3.0,2.0,3000.0,1,0,0,1.0,0.0,3.4
0.0,75.0,3,3,3.0,2.0,2300.0,1,0,2,1.0,2.0,3.05
0.0,90.0,4,4,4.0,2.0,3575.0000000000005,1,0,2,1.0,1.0,4.25
0.0,100.0,3,3,4.0,2.0,1494.0,1,1,2,1.0,1.0,1.16
0.0,65.0,5,6,4.0,0.0,5200.0,1,1,2,1.0,0.0,3.55
0.0,12.0,3,4,3.0,2.0,2077.9,1,0,0,0.0,0.0,1.8
0.0,12.0,3,3,4.0,2.0,1526.2000000000005,0,0,0,0.0,1.0,1.75
0.0,12.0,2,2,3.0,2.0,1118.25,0,0,0,0.0,1.0,1.2
0.0,12.0,3,3,3.0,2.0,1367.661,1,0,2,1.0,2.0,1.52
0.0,70.0,3,3,4.0,0.0,1900.0,1,0,2,2.0,2.0,1.55
0.0,99.0,3,3,4.0,2.0,1650.0,1,0,1,0.0,0.0,2.4
0.0,99.0,3,3,4.0,2.0,1550.0,1,0,1,0.0,0.0,2.35
0.0,99.0,3,3,4.0,2.0,1750.0,1,0,1,0.0,0.0,2.28
0.0,103.0,3,3,2.0,2.0,1925.0,0,0,0,2.0,2.0,1.1
0.0,99.0,3,3,4.0,2.0,1617.0,1,0,1,0.0,0.0,2.3
0.0,17.0,3,4,4.0,2.0,1950.0,1,0,2,2.0,2.0,1.35
0.0,14.0,3,4,4.0,2.0,2175.5,1,0,2,2.0,0.0,2.45
0.0,17.0,2,2,3.0,2.0,1318.9,0,0,2,2.0,2.0,0.9
0.0,80.0,4,4,3.0,2.0,1777.5,1,0,2,1.0,1.0,2.8
0.0,64.0,3,3,2.0,2.0,1513.6,0,1,2,1.0,2.0,1.4
0.0,33.0,3,3,4.0,0.0,1958.0,0,0,0,2.0,2.0,1.36
0.0,33.0,2,2,3.0,0.0,1556.5000000000002,0,0,0,2.0,1.0,0.98
0.0,33.0,1,1,2.0,0.0,585.9,0,0,0,2.0,2.0,0.56
0.0,103.0,4,4,3.0,2.0,2610.0,1,0,0,0.0,0.0,2.2
0.0,5.0,3,3,4.0,0.0,2385.0,1,0,0,0.0,2.0,1.2
0.0,13.0,3,3,4.0,2.0,1682.0,0,0,0,1.0,2.0,1.33
0.0,50.0,2,3,4.0,2.0,1735.8000000000002,0,0,0,0.0,2.0,0.87
0.0,104.0,2,2,3.0,2.0,1638.0,0,1,0,1.0,2.0,1.09
0.0,81.0,3,3,2.0,2.0,1720.0,1,0,0,2.0,0.0,3.0
0.0,102.0,3,3,4.0,2.0,1603.018,1,0,0,1.0,0.0,1.75
0.0,102.0,3,3,3.0,2.0,1603.018,1,0,2,1.0,2.0,1.75
0.0,75.0,4,5,3.0,0.0,2791.0,1,0,2,1.0,0.0,3.8
0.0,99.0,4,5,4.0,2.0,2637.25,1,0,1,1.0,2.0,3.5
0.0,110.0,4,4,4.0,2.0,2000.0,0,0,0,1.0,2.0,1.78
0.0,104.0,2,2,3.0,2.0,1200.0,1,1,2,1.0,2.0,1.08
0.0,104.0,4,4,4.0,2.0,2225.0,0,0,0,0.0,2.0,2.03
0.0,104.0,2,2,3.0,2.0,1485.0,0,0,0,0.0,0.0,1.12
0.0,104.0,4,5,4.0,2.0,3093.2000000000003,1,1,0,1.0,1.0,2.0
0.0,104.0,2,3,4.0,2.0,1915.1,0,1,0,1.0,2.0,1.04
0.0,104.0,3,4,2.0,2.0,1900.0,1,0,2,1.0,2.0,1.25
0.0,75.0,2,3,2.0,2.0,1520.0,0,1,2,1.0,1.0,2.05
0.0,90.0,4,5,4.0,2.0,2887.5000000000005,1,0,2,1.0,0.0,3.19
0.0,90.0,4,5,4.0,2.0,3195.5000000000005,1,0,2,1.0,0.0,3.85
0.0,90.0,4,4,4.0,0.0,2600.0,1,0,2,1.0,2.0,3.2
0.0,103.0,3,3,3.0,2.0,2227.5,0,0,0,2.0,2.0,0.89
0.0,103.0,2,2,2.0,2.0,1237.5,0,0,0,2.0,0.0,0.49
0.0,87.0,3,4,3.0,2.0,2145.0,1,1,0,2.0,0.0,1.65
0.0,99.0,3,4,4.0,2.0,2522.3,1,0,0,1.0,0.0,2.35
0.0,99.0,3,3,4.0,2.0,1526.5,0,0,0,2.0,2.0,1.4
0.0,100.0,3,4,2.0,2.0,1969.0,1,0,0,2.0,0.0,0.97
0.0,64.0,3,3,3.0,0.0,1900.0,0,0,2,0.0,2.0,2.35
0.0,82.0,4,5,4.0,0.0,2898.5000000000005,1,0,2,1.0,0.0,3.32
0.0,102.0,3,3,2.0,0.0,1700.0,1,0,0,2.0,0.0,1.25
0.0,82.0,3,3,3.0,0.0,1971.85,1,0,1,0.0,2.0,2.8
0.0,80.0,3,3,4.0,2.0,1862.95,1,0,2,0.0,2.0,4.7
0.0,12.0,3,3,3.0,2.0,1427.25,1,0,0,2.0,2.0,1.3
0.0,95.0,2,2,1.0,0.0,1115.0,0,1,0,1.0,2.0,0.62
0.0,95.0,3,2,2.0,0.0,1472.0,0,0,0,1.0,2.0,0.8
0.0,102.0,3,3,3.0,2.0,1600.0,1,0,2,1.0,2.0,1.73
0.0,99.0,4,4,4.0,2.0,3850.0,1,0,2,0.0,2.0,4.45
0.0,99.0,3,4,4.0,2.0,2280.0,1,0,2,0.0,2.0,2.3
0.0,99.0,3,3,4.0,2.0,1570.0,1,0,1,0.0,2.0,2.2
0.0,99.0,3,3,4.0,2.0,1650.0,1,0,1,0.0,2.0,2.12
0.0,99.0,3,3,4.0,2.0,1600.0,1,0,1,0.0,0.0,2.25
0.0,112.0,4,4,4.0,2.0,1920.0,1,0,0,0.0,0.0,1.9
0.0,99.0,4,4,4.0,2.0,3700.0,1,0,1,0.0,2.0,4.4
0.0,68.0,4,3,4.0,0.0,1900.0,0,0,2,0.0,2.0,1.75
0.0,88.0,3,4,3.0,2.0,1887.4,1,0,0,0.0,0.0,2.8
0.0,34.0,3,5,4.0,2.0,3399.0000000000005,1,0,0,1.0,2.0,4.63
0.0,84.0,2,2,3.0,2.0,1657.7,0,0,0,1.0,0.0,1.32
0.0,89.0,3,3,3.0,0.0,1917.3,1,0,2,2.0,2.0,1.16
0.0,17.0,2,2,2.0,2.0,440.1,0,0,0,0.0,1.0,0.27
0.0,17.0,2,2,2.0,2.0,440.1,0,0,0,0.0,2.0,0.28
0.0,94.0,3,3,3.0,2.0,1600.0,1,0,2,0.0,1.0,1.79
0.0,94.0,4,4,4.0,2.0,1800.0,1,0,1,0.0,1.0,1.55
0.0,105.0,3,3,4.0,2.0,1500.0,0,0,1,1.0,0.0,1.55
0.0,25.0,3,4,4.0,2.0,2200.0,1,0,0,1.0,0.0,3.35
0.0,81.0,3,4,3.0,2.0,2150.0,1,0,0,2.0,2.0,3.5
0.0,67.0,3,4,4.0,2.0,2500.0,1,0,2,1.0,2.0,4.8
0.0,68.0,3,3,4.0,0.0,1700.0,0,0,2,2.0,2.0,1.5
0.0,25.0,3,4,4.0,2.0,2350.0,1,0,0,1.0,2.0,2.78
0.0,22.0,4,4,4.0,2.0,2350.0,1,0,0,1.0,1.0,2.25
0.0,88.0,3,3,3.0,2.0,2000.0,1,0,2,1.0,0.0,2.55
0.0,102.0,4,4,3.0,0.0,2034.5,1,0,0,1.0,0.0,1.25
0.0,102.0,2,2,2.0,0.0,1100.0,0,0,2,1.0,0.0,0.85
0.0,4.0,4,5,4.0,2.0,6380.000000000001,1,0,0,0.0,1.0,5.25
0.0,96.0,2,4,2.0,2.0,1486.1,0,0,0,2.0,2.0,1.3
0.0,112.0,3,2,2.0,2.0,1298.0,0,0,0,1.0,2.0,0.75
0.0,82.0,3,4,4.0,2.0,2490.0,1,0,2,2.0,0.0,3.65
0.0,110.0,4,4,4.0,0.0,2999.7000000000003,0,0,0,1.0,2.0,1.65
0.0,110.0,3,3,4.0,2.0,1700.0,1,0,0,2.0,0.0,1.25
0.0,110.0,4,4,4.0,0.0,2600.4,1,1,0,0.0,2.0,1.42
0.0,110.0,3,3,4.0,2.0,1500.0,0,0,0,2.0,1.0,1.27
0.0,110.0,4,4,4.0,2.0,1900.0,0,0,0,2.0,2.0,1.65
0.0,110.0,3,3,4.0,2.0,1600.0,0,0,0,2.0,2.0,1.24
0.0,64.0,3,3,4.0,0.0,2865.5000000000005,1,0,0,1.0,2.0,2.7
0.0,51.0,3,3,4.0,2.0,2410.1000000000004,0,0,2,0.0,0.0,1.98
0.0,24.0,2,2,3.0,2.0,1939.03,0,0,2,1.0,0.0,2.5
0.0,80.0,3,4,4.0,2.0,1485.0,1,0,1,1.0,1.0,2.29
0.0,82.0,3,3,3.0,2.0,2251.7000000000003,0,0,2,0.0,1.0,2.98
0.0,102.0,3,3,3.0,2.0,1438.8850000000002,1,0,0,0.0,2.0,1.35
0.0,70.0,3,3,4.0,2.0,1450.0,0,0,0,1.0,1.0,1.37
0.0,70.0,3,3,4.0,2.0,1800.0,1,0,0,1.0,2.0,1.55
0.0,36.0,3,4,4.0,2.0,3180.2000000000003,1,0,2,1.0,2.0,4.25
0.0,100.0,3,3,3.0,2.0,1800.0,0,0,2,1.0,2.0,1.28
0.0,12.0,3,3,3.0,2.0,1526.2405,0,1,0,2.0,0.0,1.95
0.0,99.0,3,4,4.0,2.0,2523.2000000000003,1,0,2,1.0,2.0,2.35
0.0,80.0,3,3,4.0,2.0,2800.0,1,0,2,1.0,0.0,5.0
0.0,50.0,3,3,1.0,2.0,1996.5,1,0,0,0.0,0.0,0.99
0.0,110.0,4,4,4.0,2.0,2489.8500000000004,1,1,0,1.0,0.0,1.95
0.0,99.0,4,5,4.0,2.0,3123.5,1,0,2,1.0,2.0,3.3
0.0,82.0,4,4,4.0,2.0,3200.0,1,1,2,1.0,1.0,4.75
0.0,92.0,2,2,3.0,2.0,1300.0,0,1,0,1.0,0.0,1.5
0.0,110.0,4,4,4.0,0.0,2200.0,1,0,2,1.0,0.0,1.54
0.0,105.0,3,4,3.0,2.0,1800.0,1,0,0,1.0,0.0,1.27
0.0,110.0,3,3,3.0,2.0,1630.0,0,0,2,1.0,0.0,1.17
0.0,101.0,3,3,4.0,2.0,1584.9,1,0,1,1.0,0.0,1.8
0.0,13.0,2,2,3.0,2.0,1089.0,0,0,0,1.0,2.0,0.8
0.0,61.0,3,3,4.0,0.0,1576.0,1,0,2,1.0,2.0,1.76
0.0,12.0,3,4,4.0,2.0,2000.0,1,0,0,2.0,0.0,2.22
0.0,40.0,2,2,4.0,0.0,1050.0,0,0,2,1.0,0.0,1.24
0.0,96.0,2,2,3.0,2.0,1325.0,0,0,0,0.0,2.0,1.12
0.0,12.0,3,4,3.0,2.0,1646.45,1,0,0,2.0,0.0,1.9
0.0,40.0,2,2,2.0,2.0,1120.0,0,1,0,2.0,0.0,1.35
0.0,19.0,3,3,3.0,2.0,2304.5,1,0,0,2.0,0.0,2.22
0.0,18.0,2,3,3.0,2.0,1411.3000000000002,1,0,0,2.0,2.0,0.9
0.0,19.0,3,4,4.0,2.0,2365.0,1,0,0,2.0,1.0,1.75
0.0,104.0,2,2,2.0,2.0,1250.0,0,0,2,1.0,2.0,0.67
0.0,82.0,3,3,4.0,0.0,2236.0,1,0,2,1.0,0.0,2.95
0.0,76.0,3,3,4.0,0.0,1595.0,1,0,2,1.0,0.0,2.04
0.0,103.0,4,4,3.0,2.0,3193.7,1,0,0,0.0,0.0,2.24
0.0,106.0,2,2,4.0,2.0,1778.7,0,0,0,1.0,2.0,1.31
0.0,80.0,3,3,3.0,2.0,1131.3000000000002,0,0,2,1.0,2.0,1.7
0.0,102.0,3,3,2.0,2.0,1440.0,1,0,2,0.0,0.0,1.19
0.0,94.0,3,3,4.0,2.0,1900.0,1,0,0,2.0,0.0,1.75
0.0,102.0,3,3,2.0,0.0,1500.0,0,0,2,1.0,0.0,1.12
0.0,5.0,3,3,4.0,0.0,1977.85,1,0,0,0.0,2.0,0.92
0.0,5.0,3,3,4.0,0.0,2515.7000000000003,1,0,0,0.0,2.0,0.9
0.0,14.0,3,4,4.0,0.0,2695.0,1,0,0,1.0,0.0,2.3
0.0,14.0,2,3,3.0,2.0,1870.0,1,0,0,1.0,0.0,1.58
0.0,22.0,5,5,4.0,2.0,4268.0,1,0,0,1.0,2.0,4.25
0.0,112.0,3,4,4.0,2.0,1850.0,1,0,2,1.0,0.0,1.68
0.0,82.0,4,4,4.0,2.0,3443.0000000000005,1,0,2,1.0,0.0,4.55
0.0,82.0,4,4,4.0,0.0,2585.0,1,0,2,1.0,2.0,2.85
0.0,82.0,3,4,4.0,0.0,2128.5,1,0,2,1.0,0.0,2.35
0.0,99.0,3,4,4.0,2.0,2301.2000000000003,1,0,1,1.0,2.0,2.3
0.0,99.0,3,4,4.0,2.0,2310.0,1,0,1,1.0,0.0,2.26
0.0,34.0,3,4,3.0,2.0,2500.0,1,0,1,1.0,2.0,4.78
0.0,87.0,4,5,4.0,0.0,2197.5,1,0,2,1.0,2.0,2.0
0.0,75.0,4,4,3.0,2.0,2650.0,1,0,2,0.0,0.0,3.75
0.0,34.0,4,5,4.0,2.0,2700.0,1,0,2,0.0,0.0,6.16
0.0,80.0,3,3,3.0,0.0,2552.55,1,0,1,0.0,0.0,5.3
