property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,Servant room,Store room,furnishing_type,luxury_cat,floorNum_cat,price
0.0,118.0,2,2,2.0,2.0,576.0,0,0,0,0.0,2.0,0.3
0.0,118.0,2,2,3.0,2.0,739.8000000000001,0,0,0,1.0,2.0,0.56
0.0,62.0,3,4,4.0,0.0,2374.9,0,0,0,0.0,2.0,2.7
0.0,110.0,3,4,3.0,2.0,2145.0,1,0,0,2.0,2.0,1.0
0.0,44.0,3,2,2.0,2.0,1300.0,0,0,1,2.0,1.0,1.45
0.0,108.0,3,3,0.0,2.0,1423.0,0,0,0,2.0,2.0,1.25
0.0,81.0,5,5,4.0,2.0,4037.000000000001,1,0,0,1.0,0.0,4.5
0.0,118.0,2,2,1.0,2.0,743.0,0,0,0,0.0,0.0,0.28
0.0,76.0,3,4,4.0,1.0,1799.8425000000002,1,0,0,2.0,0.0,3.87
0.0,19.0,3,3,1.0,0.0,1959.3,0,0,0,0.0,2.0,1.38
0.0,54.0,2,2,1.0,2.0,585.0,0,0,0,0.0,1.0,0.43
0.0,8.0,2,1,1.0,2.0,810.0,0,0,0,0.0,1.0,0.28
0.0,51.0,2,2,2.0,2.0,1006.2,0,0,0,2.0,2.0,1.1
0.0,80.0,2,2,2.0,2.0,1433.0,0,0,0,0.0,0.0,2.0
0.0,118.0,3,2,2.0,2.0,1232.0,0,0,0,1.0,1.0,0.9
0.0,118.0,3,2,0.0,2.0,1120.0,0,0,0,2.0,1.0,0.9
0.0,46.0,3,3,0.0,2.0,1996.0,0,0,0,2.0,1.0,1.75
0.0,84.0,2,2,2.0,2.0,972.0,0,0,0,0.0,0.0,0.93
0.0,110.0,4,4,4.0,0.0,2999.7000000000003,0,0,0,2.0,0.0,1.8
0.0,46.0,3,3,2.0,3.0,1967.9,0,0,0,0.0,2.0,2.1
0.0,34.0,2,2,2.0,2.0,1242.0,0,0,0,0.0,2.0,2.0
0.0,79.0,3,3,2.0,2.0,1540.0,0,0,0,0.0,1.0,2.0
0.0,106.0,3,3,3.0,2.0,1628.5500000000002,0,0,0,2.0,2.0,1.29
0.0,80.0,3,3,3.0,2.0,2010.8,0,0,0,1.0,0.0,2.85
0.0,96.0,3,3,3.0,2.0,1755.0,0,0,2,1.0,1.0,1.1
0.0,76.0,2,2,2.0,3.0,1080.0,0,0,0,0.0,1.0,1.65
0.0,118.0,1,1,2.0,2.0,291.6,0,0,0,2.0,1.0,0.24
0.0,94.0,3,4,4.0,2.0,1600.0,1,0,2,1.0,0.0,2.1
0.0,46.0,3,3,4.0,1.0,1736.1,1,0,0,2.0,0.0,1.9
0.0,96.0,2,2,3.0,2.0,97.9,0,0,0,2.0,2.0,1.1
0.0,114.0,2,2,1.0,2.0,584.494,0,0,1,0.0,2.0,0.32
0.0,19.0,1,1,2.0,2.0,965.0,0,0,0,0.0,2.0,1.7
0.0,116.0,2,2,2.0,2.0,479.36,0,0,0,2.0,1.0,0.32
0.0,105.0,2,2,1.0,2.0,523.2224150999999,0,0,0,2.0,2.0,0.45
0.0,95.0,1,2,2.0,3.0,886.0400000000001,0,0,0,0.0,0.0,1.2
0.0,80.0,2,2,2.0,1.0,1441.0000000000002,0,0,0,1.0,0.0,2.1
0.0,54.0,2,2,1.0,2.0,675.0,0,0,2,0.0,2.0,0.42
0.0,46.0,3,2,4.0,1.0,1401.3,0,0,0,0.0,2.0,1.55
0.0,3.0,3,3,2.0,3.0,1584.0000000000002,0,0,0,0.0,2.0,1.3
0.0,25.0,4,4,4.0,2.0,2337.3,1,0,1,2.0,0.0,2.75
0.0,13.0,3,3,4.0,2.0,1542.2,0,0,0,1.0,1.0,1.25
0.0,79.0,3,2,2.0,2.0,510.3,0,0,0,0.0,1.0,0.42
0.0,118.0,2,2,1.0,2.0,612.2,0,0,0,0.0,2.0,0.4
0.0,118.0,2,2,1.0,2.0,566.1,0,0,0,0.0,1.0,0.34
0.0,108.0,3,3,3.0,1.0,1565.3000000000002,0,0,0,2.0,2.0,1.25
0.0,94.0,3,3,3.0,2.0,1327.15,0,0,2,2.0,2.0,1.5
0.0,3.0,3,3,2.0,3.0,1540.0000000000002,0,0,0,0.0,2.0,1.3
0.0,116.0,3,3,3.0,3.0,2200.0,0,0,0,0.0,2.0,1.6
0.0,25.0,2,2,2.0,2.0,1148.4,0,0,0,2.0,0.0,1.5
0.0,25.0,2,2,2.0,2.0,1403.6,0,0,0,2.0,0.0,1.5
0.0,14.0,2,2,0.0,2.0,1259.0,0,0,0,0.0,0.0,0.9
0.0,66.0,4,4,3.0,0.0,1804.0,0,0,0,2.0,2.0,1.5
0.0,82.0,1,1,0.0,2.0,610.0,0,0,0,0.0,1.0,0.8
0.0,105.0,3,2,1.0,2.0,1859.0,0,0,0,0.0,0.0,1.25
0.0,118.0,2,2,1.0,2.0,433.6129476,0,0,0,0.0,1.0,0.26
0.0,118.0,2,2,1.0,2.0,477.9,0,0,0,2.0,0.0,0.42
0.0,57.0,3,3,2.0,2.0,236.50000000000003,0,0,0,0.0,1.0,2.5
0.0,95.0,3,3,2.0,0.0,1900.0,1,0,0,2.0,1.0,0.9
0.0,112.0,2,2,1.0,2.0,531.9,0,0,2,0.0,2.0,0.42
0.0,17.0,2,2,1.0,2.0,600.6,0,0,0,2.0,0.0,0.5
0.0,96.0,2,2,3.0,2.0,1450.0,0,0,0,2.0,2.0,0.9
0.0,108.0,3,3,4.0,2.0,1719.0,1,0,0,0.0,1.0,1.3
0.0,46.0,3,3,3.0,3.0,1967.9,0,0,0,0.0,0.0,1.7
0.0,112.0,4,3,0.0,2.0,2040.0,0,0,0,0.0,0.0,1.25
0.0,101.0,4,4,3.0,3.0,3958.5,1,1,2,2.0,2.0,2.91
0.0,26.0,3,4,2.0,2.0,2000.0,1,0,2,0.0,1.0,1.15
0.0,108.0,3,3,3.0,2.0,862.2,0,1,0,1.0,2.0,1.2
0.0,119.0,2,2,3.0,0.0,1102.5,0,0,0,0.0,0.0,1.5
0.0,118.0,3,3,4.0,2.0,1543.5500000000002,0,0,0,0.0,0.0,1.3
0.0,14.0,3,3,3.0,2.0,1857.9,0,0,0,0.0,1.0,1.75
0.0,42.0,2,2,1.0,2.0,630.0,0,0,2,2.0,2.0,0.55
0.0,80.0,3,3,3.0,2.0,2010.8,0,0,0,0.0,0.0,2.5
0.0,33.0,3,2,3.0,0.0,1440.0,0,0,0,0.0,2.0,0.8
0.0,18.0,2,2,1.0,0.0,1468.0,0,0,0,0.0,0.0,0.7
0.0,51.0,4,3,3.0,2.0,1650.0,0,0,0,2.0,2.0,1.95
0.0,110.0,2,2,1.0,2.0,563.4,0,0,2,0.0,1.0,0.45
0.0,96.0,3,2,3.0,2.0,1570.0,0,0,0,0.0,0.0,1.7
0.0,105.0,2,2,1.0,2.0,468.0,0,0,0,0.0,0.0,0.5
0.0,80.0,3,3,3.0,2.0,2010.8,0,0,0,2.0,0.0,2.8
0.0,46.0,3,2,4.0,3.0,118.0,0,0,0,1.0,0.0,1.45
0.0,76.0,3,3,2.0,1.0,1467.0,0,0,0,0.0,2.0,2.2
0.0,118.0,2,2,2.0,2.0,1129.2,0,0,1,1.0,0.0,0.9
0.0,114.0,2,2,2.0,2.0,462.6,0,0,0,0.0,2.0,0.4
0.0,94.0,3,3,4.0,2.0,1493.8000000000002,0,1,2,2.0,2.0,1.35
0.0,83.0,4,4,0.0,2.0,2070.0,0,0,0,0.0,2.0,1.85
0.0,114.0,1,1,1.0,2.0,418.00000000000006,0,0,0,0.0,2.0,0.25
0.0,108.0,2,2,3.0,1.0,994.5,0,0,0,0.0,1.0,0.88
0.0,115.0,2,2,2.0,2.0,1501.5000000000002,0,0,2,2.0,1.0,1.15
0.0,116.0,2,2,2.0,1.0,1377.2,0,0,0,0.0,2.0,0.85
0.0,101.0,2,2,2.0,2.0,1000.0,0,0,0,0.0,1.0,0.75
0.0,33.0,4,4,4.0,0.0,4050.0,0,0,0,2.0,1.0,3.35
0.0,106.0,3,3,4.0,2.0,2035.0,0,0,0,0.0,0.0,1.5
0.0,111.0,4,4,4.0,0.0,2600.4,1,0,0,2.0,0.0,1.65
0.0,111.0,4,4,4.0,0.0,2999.7000000000003,1,0,0,2.0,0.0,2.0
0.0,84.0,2,2,2.0,2.0,1062.0,0,0,0,0.0,1.0,0.9
0.0,87.0,3,3,3.0,3.0,2051.5,0,0,0,2.0,0.0,1.25
0.0,50.0,3,3,4.0,2.0,1383.3,0,0,2,0.0,2.0,1.0
0.0,3.0,3,3,0.0,3.0,1758.0,0,0,0,0.0,1.0,1.08
0.0,104.0,3,5,3.0,2.0,2648.8,0,0,0,2.0,1.0,2.15
0.0,82.0,1,1,1.0,2.0,826.0,0,0,0,0.0,0.0,1.0
0.0,88.0,2,2,3.0,1.0,1388.2,0,0,0,2.0,0.0,1.65
0.0,110.0,4,3,4.0,0.0,1993.5,0,0,0,2.0,0.0,1.79
0.0,104.0,3,3,3.0,3.0,114.57,0,0,0,0.0,0.0,1.8
0.0,4.0,3,3,3.0,3.0,1430.0,0,0,0,0.0,2.0,1.45
0.0,86.0,2,2,1.0,2.0,700.0,0,0,0,0.0,1.0,0.36
0.0,118.0,2,2,1.0,2.0,587.0,0,0,0,0.0,1.0,0.25
0.0,96.0,3,3,4.0,2.0,1200.0,0,0,0,2.0,1.0,1.15
0.0,119.0,3,3,0.0,0.0,851.4,0,0,0,2.0,1.0,1.65
0.0,25.0,4,4,4.0,2.0,2068.2000000000003,1,0,0,0.0,0.0,2.9
0.0,112.0,2,2,3.0,3.0,1452.0000000000002,0,0,0,0.0,0.0,0.6
0.0,60.0,3,3,0.0,0.0,2160.0,0,0,2,0.0,1.0,2.4
0.0,88.0,2,2,3.0,2.0,1135.8,0,0,0,0.0,0.0,1.25
0.0,80.0,2,2,4.0,2.0,1433.0,0,0,0,0.0,0.0,2.15
0.0,118.0,2,2,1.0,2.0,743.0,0,0,0,0.0,2.0,0.29
0.0,118.0,2,2,2.0,2.0,750.0,0,0,0,0.0,2.0,0.38
0.0,54.0,2,2,1.0,2.0,950.0,0,0,0,0.0,1.0,0.39
0.0,115.0,3,4,0.0,2.0,2400.0,0,0,0,2.0,0.0,1.6
0.0,84.0,4,4,3.0,2.0,2198.9,0,0,0,0.0,1.0,1.7
0.0,68.0,3,3,4.0,0.0,2071.8,0,0,2,1.0,1.0,3.25
0.0,23.0,2,2,3.0,2.0,639.0,0,0,0,2.0,2.0,0.6
0.0,114.0,2,2,0.0,2.0,797.5,0,0,0,0.0,1.0,0.27
0.0,40.0,2,1,1.0,2.0,962.1,0,0,0,2.0,1.0,0.95
0.0,80.0,2,2,3.0,1.0,1576.3000000000002,0,0,0,0.0,2.0,2.65
0.0,96.0,2,2,1.0,1.0,546.0,0,0,0,2.0,2.0,0.36
0.0,51.0,2,2,3.0,2.0,660.0,0,0,0,2.0,2.0,0.55
0.0,108.0,3,3,3.0,2.0,702.0,0,0,0,0.0,1.0,1.32
0.0,116.0,2,2,3.0,2.0,1377.3430000000003,0,0,0,2.0,1.0,0.59
0.0,54.0,2,2,1.0,2.0,765.0,0,0,0,0.0,1.0,0.45
0.0,51.0,3,3,2.0,2.0,1185.0,0,0,1,0.0,0.0,0.9
0.0,96.0,2,2,2.0,2.0,1260.0,1,1,1,2.0,2.0,1.4
0.0,118.0,2,2,4.0,2.0,1180.65,0,0,2,2.0,2.0,0.95
0.0,80.0,3,3,3.0,3.0,2010.8,0,0,0,2.0,0.0,3.0
0.0,80.0,3,3,2.0,2.0,2244.0,1,0,0,0.0,0.0,3.67
0.0,101.0,5,6,4.0,2.0,4626.0,1,0,0,1.0,2.0,3.85
0.0,80.0,3,3,3.0,1.0,2010.8,0,0,0,0.0,0.0,3.29
0.0,80.0,2,2,3.0,3.0,1387.1,0,0,2,0.0,0.0,2.33
0.0,80.0,3,3,3.0,1.0,2010.8,0,0,0,0.0,0.0,2.79
0.0,56.0,4,4,3.0,2.0,2900.0,0,0,0,0.0,1.0,3.4
0.0,26.0,2,2,1.0,2.0,891.0,0,0,2,0.0,1.0,0.72
0.0,14.0,2,2,1.0,2.0,625.306,0,0,0,2.0,2.0,0.4
0.0,114.0,2,2,2.0,2.0,1500.4,0,0,2,2.0,0.0,0.56
0.0,89.0,3,3,3.0,2.0,1782.0000000000002,0,0,0,2.0,0.0,1.1
0.0,51.0,2,2,3.0,2.0,1100.0,0,0,0,0.0,0.0,0.71
0.0,96.0,2,2,4.0,2.0,1424.5000000000002,0,0,0,2.0,1.0,0.78
0.0,50.0,2,2,3.0,3.0,612.0,0,0,0,1.0,2.0,0.4
0.0,25.0,3,2,2.0,2.0,1736.9,0,0,0,0.0,2.0,1.85
0.0,12.0,2,2,1.0,2.0,993.3,0,0,0,1.0,2.0,1.1
0.0,76.0,2,2,2.0,1.0,1150.0,0,0,0,2.0,1.0,1.41
0.0,96.0,3,3,3.0,2.0,1750.5,0,0,0,0.0,2.0,1.45
0.0,76.0,3,3,2.0,1.0,1440.0,0,0,0,0.0,1.0,2.2
0.0,46.0,2,2,3.0,0.0,1100.0,0,0,2,0.0,2.0,1.1
0.0,12.0,3,4,4.0,2.0,1822.5,1,0,0,1.0,0.0,2.05
0.0,112.0,3,2,3.0,0.0,1080.0,0,0,2,0.0,2.0,0.6
0.0,108.0,2,3,3.0,3.0,1826.0,0,0,0,2.0,2.0,0.8
0.0,103.0,2,2,2.0,2.0,565.0,0,0,2,0.0,0.0,0.41
0.0,91.0,3,3,3.0,3.0,1622.0,1,0,0,2.0,2.0,0.9
0.0,86.0,2,2,1.0,2.0,810.0,0,0,0,2.0,2.0,0.54
0.0,47.0,3,2,2.0,2.0,887.0500000000001,0,0,0,0.0,1.0,0.82
0.0,89.0,3,3,4.0,2.0,1633.5000000000002,0,0,2,0.0,2.0,1.0
0.0,70.0,3,4,3.0,2.0,1845.0,1,0,0,2.0,2.0,1.85
0.0,102.0,3,3,2.0,2.0,1597.5,0,0,2,1.0,1.0,1.42
0.0,51.0,2,2,3.0,2.0,610.0,0,0,0,2.0,2.0,0.55
0.0,80.0,2,2,3.0,3.0,1289.7,0,0,0,0.0,2.0,2.29
0.0,12.0,2,2,2.0,1.0,773.25,0,0,0,2.0,0.0,0.97
0.0,67.0,3,4,3.0,2.0,3234.0000000000005,1,0,1,0.0,2.0,8.25
0.0,42.0,2,2,1.0,2.0,607.5,0,0,0,0.0,1.0,0.3
0.0,46.0,2,2,3.0,3.0,1035.9,0,0,0,0.0,1.0,1.65
0.0,80.0,2,2,2.0,2.0,1386.0,0,0,0,0.0,0.0,1.99
0.0,84.0,2,2,3.0,2.0,720.0,0,0,0,0.0,0.0,1.0
0.0,77.0,3,3,3.0,3.0,1440.0,0,0,0,0.0,2.0,4.25
0.0,95.0,4,4,3.0,2.0,2300.0,1,0,0,2.0,1.0,1.25
0.0,102.0,3,3,3.0,0.0,1206.0,0,0,0,0.0,1.0,0.95
0.0,54.0,3,2,2.0,2.0,1215.0,0,0,2,0.0,1.0,1.05
0.0,90.0,4,5,4.0,2.0,3195.5000000000005,1,0,0,1.0,0.0,4.1
0.0,110.0,2,2,2.0,2.0,644.4,0,0,0,0.0,1.0,0.5
0.0,5.0,4,3,3.0,0.0,2520.0,1,0,0,0.0,2.0,1.65
0.0,88.0,3,3,3.0,2.0,1417.5,1,0,0,2.0,1.0,1.6
0.0,76.0,3,2,3.0,1.0,1526.95,0,0,0,1.0,2.0,2.1
0.0,5.0,4,4,3.0,0.0,2713.7000000000003,0,0,0,0.0,2.0,0.9
0.0,96.0,2,2,4.0,2.0,1486.1,0,0,2,0.0,2.0,1.1
0.0,115.0,2,2,4.0,3.0,1501.5000000000002,0,0,0,2.0,0.0,0.92
0.0,112.0,3,3,2.0,3.0,140.0,0,0,0,0.0,0.0,0.7
0.0,87.0,3,4,2.0,3.0,1721.5000000000002,0,0,0,0.0,0.0,0.99
0.0,96.0,2,2,4.0,2.0,1274.75,0,0,0,2.0,0.0,0.71
0.0,13.0,2,2,3.0,2.0,1497.1,0,0,0,2.0,2.0,0.88
0.0,85.0,3,2,2.0,0.0,1193.4,0,0,0,0.0,0.0,0.91
0.0,100.0,3,4,4.0,3.0,2156.0,0,0,0,2.0,2.0,1.25
0.0,60.0,2,2,2.0,2.0,897.3000000000001,0,0,2,0.0,2.0,1.05
0.0,50.0,2,2,4.0,2.0,1310.0,0,0,0,2.0,0.0,0.66
0.0,25.0,2,2,0.0,2.0,1310.0,0,0,0,2.0,2.0,1.83
0.0,87.0,2,2,2.0,2.0,1204.5,0,0,0,0.0,2.0,0.53
0.0,51.0,2,2,3.0,2.0,1300.0,0,0,0,2.0,1.0,0.8
0.0,108.0,3,2,0.0,2.0,1423.0,0,0,0,0.0,2.0,1.71
0.0,102.0,1,1,0.0,2.0,700.0,0,0,0,0.0,2.0,0.65
0.0,116.0,3,3,0.0,2.0,1997.0,0,0,0,0.0,0.0,1.3
0.0,112.0,3,3,4.0,2.0,1523.0,0,0,0,0.0,0.0,0.82
0.0,78.0,1,1,2.0,2.0,804.0,0,0,0,0.0,2.0,0.88
0.0,22.0,4,4,3.0,2.0,3350.0,0,0,0,2.0,0.0,4.0
0.0,104.0,3,4,3.0,2.0,2400.0,1,0,0,1.0,2.0,1.93
0.0,25.0,4,4,3.0,2.0,2860.0000000000005,1,0,0,1.0,0.0,3.45
0.0,70.0,3,3,3.0,0.0,2200.0,0,0,0,0.0,2.0,1.7
0.0,80.0,3,5,4.0,2.0,3459.6,1,0,1,0.0,1.0,6.15
0.0,33.0,3,3,4.0,0.0,1958.0,0,0,1,1.0,2.0,1.4
0.0,103.0,3,3,2.0,2.0,1682.3000000000002,1,1,2,1.0,1.0,1.48
0.0,46.0,4,4,4.0,2.0,3895.2,1,0,2,1.0,0.0,3.25
0.0,82.0,3,3,3.0,2.0,2206.8,1,0,0,1.0,0.0,3.49
0.0,77.0,2,2,3.0,3.0,1357.2,0,0,0,1.0,0.0,2.15
0.0,46.0,2,2,3.0,3.0,1448.25,0,0,0,2.0,0.0,1.4
0.0,57.0,3,3,2.0,0.0,1547.7,0,0,0,2.0,2.0,2.0
0.0,76.0,3,3,2.0,1.0,1793.0000000000002,0,0,0,2.0,1.0,2.3
0.0,118.0,2,1,3.0,1.0,670.5,0,0,0,2.0,1.0,0.54
0.0,117.0,4,3,3.0,2.0,1625.4,1,0,2,0.0,1.0,1.25
0.0,104.0,2,2,1.0,2.0,97.0,0,0,0,0.0,0.0,1.05
0.0,94.0,3,4,3.0,2.0,1305.0,1,0,2,1.0,1.0,1.25
0.0,40.0,1,1,1.0,2.0,1210.0,0,0,2,2.0,1.0,1.0
0.0,28.0,5,5,2.0,2.0,2070.0,0,1,1,2.0,1.0,1.7
0.0,105.0,4,6,2.0,2.0,3064.6000000000004,1,0,0,2.0,0.0,1.3
0.0,12.0,3,3,3.0,2.0,1852.0,0,0,0,2.0,2.0,2.12
0.0,76.0,3,4,4.0,1.0,1124.719911,1,0,0,1.0,0.0,3.9
0.0,64.0,3,3,4.0,0.0,2865.5000000000005,1,0,2,1.0,0.0,3.0
0.0,76.0,3,3,2.0,1.0,1394.1,0,0,0,1.0,2.0,2.2
0.0,12.0,3,3,3.0,2.0,1367.661,1,0,0,1.0,2.0,1.35
0.0,46.0,3,2,2.0,2.0,1503.9,0,0,0,2.0,0.0,1.67
0.0,22.0,2,2,2.0,2.0,1485.0000000000002,0,0,0,0.0,1.0,0.9
0.0,25.0,4,4,4.0,3.0,2060.0,0,0,0,1.0,0.0,2.37
0.0,12.0,3,3,4.0,2.0,1800.0,1,0,2,2.0,2.0,1.98
0.0,37.0,4,4,3.0,2.0,1890.0,1,0,2,0.0,0.0,3.7
0.0,23.0,4,4,4.0,2.0,2475.0,0,0,0,2.0,2.0,4.67
0.0,96.0,2,2,3.0,2.0,1729.2,0,0,0,0.0,2.0,1.29
0.0,61.0,3,3,4.0,2.0,1869.0,0,0,2,1.0,2.0,3.65
0.0,70.0,3,3,3.0,0.0,2200.0,0,0,0,0.0,2.0,1.7
0.0,80.0,3,5,4.0,2.0,3459.6,1,0,1,0.0,1.0,6.15
0.0,33.0,3,3,4.0,0.0,1958.0,0,0,1,1.0,2.0,1.4
0.0,103.0,3,3,2.0,2.0,1682.3000000000002,1,1,2,1.0,1.0,1.48
0.0,82.0,3,3,3.0,2.0,2206.8,1,0,0,1.0,0.0,3.49
0.0,77.0,2,2,3.0,3.0,1357.2,0,0,0,1.0,0.0,2.15
0.0,57.0,3,3,2.0,0.0,1547.7,0,0,0,2.0,2.0,2.0
0.0,118.0,2,1,3.0,1.0,670.5,0,0,0,2.0,1.0,0.54
0.0,117.0,4,3,3.0,2.0,1625.4,1,0,2,0.0,1.0,1.25
0.0,104.0,2,2,1.0,2.0,97.0,0,0,0,0.0,0.0,1.05
0.0,94.0,3,4,3.0,2.0,1305.0,1,0,2,1.0,1.0,1.25
0.0,40.0,1,1,1.0,2.0,1210.0,0,0,2,2.0,1.0,1.0
0.0,28.0,5,5,2.0,2.0,2070.0,0,1,1,2.0,1.0,1.7
0.0,105.0,4,6,2.0,2.0,3064.6000000000004,1,0,0,2.0,0.0,1.3
0.0,12.0,3,3,3.0,2.0,1852.0,0,0,0,2.0,2.0,2.12
0.0,64.0,3,3,4.0,0.0,2865.5000000000005,1,0,2,1.0,0.0,3.0
