property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,Study room,Servant room,Store room,pooja room,others,furnishing_type,luxury_score
flat,emaar digihomes,sector 62,3.95,15262.0,3,3,3,33.0,New Property,2329.2000000000003,0,1,0,0,0,2,49
flat,apex our homes,sector 37c,0.38,4108.0,2,2,1,9.0,Relatively New,925.0,0,0,0,0,0,0,65
flat,signature the roselia,sector 95,0.41,6194.0,2,2,2,12.0,Relatively New,670.0,1,0,0,0,0,2,90
flat,sare crescent parc royal greens phase 1,sector 92,1.0,3713.0,4,4,3,15.0,Relatively New,2222.0,0,0,0,0,0,0,31
flat,signature global the millennia 3,sector 37d,0.5,7142.0,3,3,2,2.0,Relatively New,630.0,0,0,0,0,0,0,31
flat,sare crescent parc,sector 92,0.8,6033.0,3,2,2,3.0,Relatively New,1193.4,0,0,0,0,0,0,15
flat,imperia the esfera,sector 37c,0.86,4886.0,3,3,2,0.0,Relatively New,1936.0000000000002,0,0,0,0,1,0,35
flat,ansal heights 86,sector 86,1.25,7396.0,3,2,1,2.0,Relatively New,1859.0000000000002,0,0,0,0,0,0,100
flat,m3m golfestate,sector 65,5.9,17543.0,3,3,3,9.0,Moderately Old,3699.3,1,0,0,0,0,1,21
flat,raheja teachers apartments,sector 31,1.2,7272.0,3,2,2,1.0,Moderately Old,1450.0,0,0,0,0,1,1,105
flat,eldeco accolade,sohna road,0.95,6554.0,2,2,3,8.0,Relatively New,1183.4,1,0,0,0,0,0,42
flat,emaar mgf the palm drive,sector 66,2.8,14358.0,3,3,2,12.0,Relatively New,1920.0,1,1,0,1,0,1,69
flat,gls arawali homes,sohna road,0.28,4307.0,2,2,2,12.0,Relatively New,715.0000000000001,0,0,0,0,0,0,0
flat,shapoorji pallonji joyville gurugram,sector 102,2.03,12000.0,3,3,2,1.0,New Property,1393.056,0,0,0,0,0,0,67
flat,laxmi pareena,sector 99a,0.3,6666.0,2,1,0,12.0,Relatively New,405.0,0,0,0,0,0,0,0
flat,the new crpf apartments,sector 9a,0.75,5813.0,3,3,3,6.0,Relatively New,1161.0,0,0,0,1,0,0,31
flat,bptp astaire gardens,sector 70a,1.7,8947.0,4,3,3,1.0,Relatively New,1710.0,0,0,0,0,0,2,49
flat,experion windchants,sector 112,3.1,20666.0,2,2,3,9.0,Relatively New,1350.0,1,1,1,0,0,2,80
flat,pivotal riddhi siddhi,sector 99,0.4,4444.0,2,2,2,9.0,Relatively New,759.1500000000001,0,0,0,0,0,0,60
flat,godrej habitat,sector 3,1.3,9002.0,2,2,2,6.0,Under Construction,1299.6000000000001,0,0,0,0,0,0,36
flat,gls arawali homes,sohna road,0.26,4513.0,2,2,2,5.0,Relatively New,518.4,0,0,0,0,0,0,78
flat,mvn athens,sohna road,0.24,4210.0,2,2,1,12.0,Relatively New,627.0,0,0,0,0,0,0,38
flat,shree vardhman mantra,sector 67,0.56,7000.0,2,2,1,8.0,Relatively New,720.0,0,0,0,0,0,0,65
flat,raheja atlantis,sector 31,5.5,18688.0,4,5,3+,1.0,Relatively New,3237.3,1,1,0,1,0,0,81
flat,dlf new town heights,sector 91,1.8,7679.0,4,4,3+,6.0,Moderately Old,2109.6,0,1,0,1,0,0,81
flat,dlf the skycourt,sector 86,1.6,8294.0,3,3,1,14.0,Relatively New,2121.9,0,0,0,1,0,0,72
flat,tashee capital gateway,sector 111,0.96,6500.0,2,2,1,4.0,Relatively New,1625.8000000000002,1,0,0,0,0,0,53
flat,raheja atharva,sector 109,0.79,7931.0,3,2,2,3.0,Relatively New,1249.55,0,0,0,0,0,2,44
flat,breez global heights,sohna road,0.42,6420.0,2,2,2,2.0,Relatively New,685.3000000000001,0,0,0,0,0,0,73
flat,adani brahma samsara vilasa,sector 63,3.35,16470.0,3,3,3+,3.0,Relatively New,2237.4,0,0,0,0,0,2,16
flat,central park 2 bellevue,sector 48,5.0,11627.0,3,4,3,14.0,Moderately Old,3870.0,0,0,0,0,0,0,82
flat,tulip orange,sector 70,1.0,10309.0,3,2,2,3.0,Moderately Old,873.0,0,0,0,0,0,0,58
flat,central park 2 bellevue,sector 48,2.75,10754.0,3,4,3+,3.0,Moderately Old,2553.8500000000004,0,0,0,0,0,0,32
flat,sobha city,sector 108,2.4,17378.0,2,2,2,14.0,Relatively New,1519.1000000000001,0,0,0,0,0,2,113
flat,birla navya,sector 63a,3.15,14632.0,3,3,3,4.0,Relatively New,180.0,0,0,0,0,1,0,44
flat,ashiana mulberry,sohna road,0.95,6485.0,2,2,3+,3.0,Relatively New,1175.97,1,0,0,0,0,0,89
flat,godrej nature plus,sector 33,1.4,15124.0,3,2,3+,20.0,New Property,118.45,0,0,0,0,0,0,70
flat,central park flower valley,sector 33,2.15,13522.0,3,3,3+,1.0,Relatively New,1749.0000000000002,0,0,0,0,0,0,31
flat,tarc maceo,sector 91,1.8,7758.0,3,3,3+,0.0,Relatively New,2088.0,0,0,0,1,0,1,45
flat,pareena laxmi apartments,sector 99a,0.31,5904.0,2,2,2,6.0,Relatively New,472.5,0,0,0,0,0,0,74
flat,signature global city 37d ph 2,sector 37d,1.07,8237.0,3,3,2,2.0,Relatively New,1174.5,0,0,0,0,0,0,86
flat,raheja vedaanta,sector 108,0.7,4651.0,2,2,2,12.0,Relatively New,1505.0,0,0,0,0,0,0,0
flat,eldeco accolade,sohna road,1.1,7549.0,3,2,3,13.0,Relatively New,1602.7,0,0,0,0,0,0,56
flat,woodstock floors,sector 50,1.05,10627.0,2,2,2,2.0,Moderately Old,889.2,0,0,0,0,0,0,53
flat,mvn athens,sohna road,0.25,3671.0,2,2,1,11.0,Relatively New,681.0,0,0,0,0,0,2,67
flat,adani aangan galleria,sector 89,0.42,4941.0,2,2,2,3.0,Relatively New,935.0000000000001,0,0,0,0,0,0,0
flat,birla navya,sector 63a,2.1,16666.0,2,2,2,2.0,Relatively New,1134.0,0,0,0,0,0,0,38
flat,ramsons kshitij,sector 95,0.19,591.0,1,1,1,14.0,Relatively New,2890.8,0,0,0,0,0,0,49
flat,the arzoo cghs,sector 51,2.1,9130.0,4,4,3,1.0,Relatively New,2300.0,0,0,0,0,0,0,58
flat,sare crescent parc,sector 92,1.44,7068.0,4,4,3,8.0,Relatively New,1836.0,0,0,0,0,0,0,37
flat,sare crescent parc,sector 92,0.71,4933.0,3,3,2,6.0,Relatively New,1292.4,0,0,0,0,0,0,37
flat,breez global heights,sohna road,0.21,5329.0,1,1,1,2.0,Relatively New,354.6,0,0,0,0,0,0,21
flat,shapoorji pallonji joyville gurugram,sector 102,2.5,14000.0,3,3,3,15.0,Relatively New,2009.7000000000003,0,0,0,0,0,0,151
flat,signature the roselia,sector 95,0.41,7293.0,2,2,2,12.0,Relatively New,670.0,0,0,0,0,0,2,93
flat,sare homes,sector 92,0.56,4729.0,3,1,3,1.0,Moderately Old,1065.6000000000001,0,0,0,0,0,2,75
flat,hcbs sports ville,sector 2,0.35,4375.0,2,2,2,8.0,Relatively New,800.0,0,0,0,0,0,0,37
flat,hsiidc sidco aravali,manesar,0.9,3477.0,3,3,3,2.0,Moderately Old,1900.0,0,1,0,0,0,1,21
flat,bestech park view ananda,sector 81,1.35,7541.0,3,3,3+,8.0,Relatively New,1611.0,0,0,0,0,0,0,114
flat,smartworld one dxp,sector 113,2.0,11074.0,3,3,3,12.0,Relatively New,1806.0,0,0,0,0,0,0,70
flat,tulip lemon,sector 69,0.6,11407.0,2,1,1,11.0,Relatively New,473.40000000000003,0,0,0,0,0,0,0
flat,raheja vedaanta,sector 108,1.0,4854.0,2,2,2,0.0,Relatively New,2060.0,0,0,0,0,0,0,0
flat,sare crescent parc,sector 92,0.87,4971.0,4,4,2,2.0,Moderately Old,1925.0000000000002,0,0,1,0,0,1,115
flat,paras irene,sector 70a,1.3,9219.0,2,2,3,19.0,Moderately Old,1415.5,0,0,0,0,0,2,49
flat,signature the roselia,sector 95,0.48,7164.0,2,2,2,6.0,Relatively New,603.0,0,0,0,0,0,0,16
flat,m3m woodshire,sector 107,0.94,6881.0,2,2,3+,1.0,Moderately Old,1502.6000000000001,0,0,0,0,0,0,113
flat,unitech sunbreeze,sector 69,0.75,6849.0,2,2,2,4.0,Under Construction,1204.5,0,0,0,0,0,0,0
flat,signature andour heights,sector 71,0.65,10172.0,2,2,1,10.0,Relatively New,595.35,0,0,0,0,0,2,23
flat,central park flower valley aqua front towers,sector 33,1.7,9449.0,3,3,3+,5.0,Relatively New,1704.95,0,0,0,0,0,2,44
flat,rwa,sector 7,0.48,6000.0,3,2,1,1.0,Relatively New,720.0,0,0,0,0,0,0,21
flat,radhakrishna society,sector 23,0.55,5000.0,2,2,1,1.0,Moderately Old,1210.0,0,0,0,0,0,2,29
flat,aipl joy square,sector 63a,0.7,10101.0,1,1,0,7.0,Relatively New,693.0,0,0,0,0,0,0,0
flat,signature global city 63a,sector 63a,1.55,14783.0,2,2,2,2.0,Under Construction,945.0,0,0,0,0,0,0,0
flat,housing board colony,sector 51,0.3,7317.0,1,1,2,0.0,Moderately Old,465.0,0,0,0,0,0,0,0
flat,vatika gurgaon,sector 83,0.87,6987.0,2,2,2,3.0,Moderately Old,1369.5,0,0,0,0,0,0,35
flat,today callidora,sector 73,1.0,7692.0,2,2,2,13.0,Relatively New,1170.0,0,0,0,0,0,0,0
flat,ireo the corridors,sector 67a,1.3,10031.0,2,2,2,1.0,Relatively New,1296.0,0,0,0,0,0,0,55
flat,dlf 76,new,4.0,11428.0,4,4,2,4.0,Moderately Old,3150.0,1,1,0,0,0,2,101
flat,ats marigold,sector 89,1.85,8604.0,3,3,3+,12.0,Relatively New,2365.0,0,1,0,0,0,0,37
flat,shree vardhman victoria,sector 70,1.75,8974.0,3,5,0,0.0,Relatively New,1950.0,0,0,0,0,0,0,47
flat,parsvnath exotica,sector 53,4.8,14680.0,3,4,3+,12.0,Relatively New,2895.0,0,0,0,0,0,0,69
flat,godrej nature plus,sector 33,1.3,8349.0,3,2,3+,18.0,New Property,1712.7,0,0,0,0,0,0,38
flat,imperia the esfera,sector 37c,0.9,6272.0,3,3,3,9.0,Relatively New,1435.0,0,0,0,0,0,0,66
flat,dlf icon,sector 43,5.8,20707.0,4,4,3+,18.0,Relatively New,2801.0,0,0,0,0,0,0,0
flat,aipl zen residences,sector 70a,1.4,11094.0,2,2,2,16.0,Relatively New,1262.0,0,0,0,0,0,0,0
flat,chd avenue,sector 71,0.95,7917.0,2,2,0,5.0,Moderately Old,1200.0,0,0,0,0,0,0,0
flat,godrej nature plus,sector 33,1.35,8670.0,3,2,3+,17.0,New Property,1712.7,0,0,0,0,0,0,38
flat,ansal heights 86,sector 86,0.95,5621.0,3,2,1,6.0,Relatively New,1521.0,0,0,0,0,0,0,15
flat,shree vardhman flora,sector 90,0.7,4615.0,2,2,3,9.0,Relatively New,1487.2,1,0,0,0,1,0,51
flat,experion the heartsong,sector 108,3.0,18392.0,4,5,3+,2.0,Relatively New,2204.25,0,1,0,0,0,1,149
flat,hcbs sports ville,sohna road,0.2,4219.0,1,1,1,3.0,Relatively New,474.042156,0,0,0,0,0,0,71
flat,sare crescent parc,sector 92,0.5,5000.0,2,2,3,2.0,Moderately Old,1100.0,0,0,0,0,0,0,38
flat,m3m capital,sector 113,2.0,12012.0,3,3,2,24.0,Under Construction,1831.5000000000002,0,0,0,0,0,0,47
flat,ats marigold,sector 89,1.7,9714.0,3,3,3+,8.0,Under Construction,1575.0,1,0,0,0,0,0,65
flat,avl 36 gurgaon,sector 36a,0.65,8953.0,2,2,2,7.0,Relatively New,798.6,0,0,0,0,0,0,89
flat,dlf the arbour,sector 63,7.52,19000.0,4,4,3,15.0,Relatively New,3956.0,0,0,0,0,0,0,61
flat,m3m capital,sector 113,2.87,12489.0,4,4,3+,3.0,Under Construction,2068.2000000000003,0,1,0,0,0,0,65
flat,godrej nature plus,sector 33,1.2,14379.0,2,2,3,1.0,New Property,69.777,0,0,0,0,0,0,65
flat,tulip lemon,sector 69,0.6,10000.0,2,1,1,12.0,Relatively New,540.0,0,0,0,0,0,0,23
flat,shree vardhman victoria,sector 70,1.8,9230.0,3,5,3,0.0,Relatively New,1755.0,0,0,0,0,0,0,72
flat,signature global synera,sector 81,0.48,8026.0,2,2,1,14.0,Relatively New,553.0,0,0,0,0,0,2,14
flat,sahara grace,sector 28,4.3,12420.0,3,4,3,5.0,Relatively New,3808.2110000000007,0,1,1,0,0,0,24
flat,smart world gems,sector 89,0.9,8159.0,2,2,2,3.0,New Property,1213.3000000000002,1,0,0,0,1,0,95
flat,aipl peaceful homes,sector 70a,2.75,12791.0,3,3,3+,14.0,Relatively New,2150.0,0,0,0,0,0,0,0
flat,bptp astaire gardens,sector 70a,1.2,7058.0,3,3,3+,2.0,Relatively New,1450.0,0,0,0,0,0,1,38
flat,viridian the plaza 106,sector 106,0.46,6571.0,1,1,1,18.0,Relatively New,630.0,0,0,0,0,0,0,104
flat,signature global city,sector 37d,1.1,8494.0,3,3,2,2.0,Relatively New,1165.5,0,0,0,0,0,0,36
flat,pareena mi casa,sector 68,1.15,9236.0,2,2,3,8.0,Relatively New,1369.5,0,0,0,0,0,0,49
flat,huda housing board society,sector 52,0.45,9745.0,1,1,0,0.0,Moderately Old,415.59417900000005,0,0,0,1,0,2,43
flat,signature the serenas,sohna road,0.45,8474.0,2,2,1,10.0,Relatively New,477.90000000000003,0,0,0,0,0,0,23
flat,signature global orchard avenue,sector 93,0.4,5479.0,2,2,0,0.0,Relatively New,730.0,0,0,0,0,0,0,0
flat,trisara our homes 3,sohna road,0.4,4478.0,2,2,2,1.0,Relatively New,900.0,0,0,0,0,0,0,0
flat,m3m heights,sector 65,2.25,13608.0,2,2,3,5.0,Relatively New,1289.7,0,0,0,0,0,0,48
flat,adani brahma samsara vilasa,sector 63,3.4,10000.0,3,3,3+,1.0,New Property,3740.0000000000005,0,0,0,0,0,0,99
flat,vatika independent floors,sector 82,1.45,8056.0,4,3,0,1.0,Relatively New,1800.0,0,0,0,0,0,0,50
flat,tulip violet,sector 69,1.2,10909.0,2,3,0,0.0,Relatively New,1100.0,0,0,0,0,0,0,54
flat,m3m heights,sector 65,1.9,15000.0,2,2,3,4.0,Under Construction,1387.1000000000001,0,0,0,0,0,0,54
flat,godrej icon,sector 88a,1.65,9041.0,3,3,3,12.0,Relatively New,2007.5000000000002,0,0,0,0,0,0,60
flat,m3m skywalk,sector 74,2.7,13379.0,3,3,3,13.0,Relatively New,2219.8,0,0,1,0,0,0,92
flat,signature global park,sohna road,0.54,6388.0,2,2,3,4.0,Relatively New,702.65,0,0,0,0,0,0,44
flat,hcbs sports ville,sohna road,0.22,3142.0,1,1,1,1.0,Relatively New,630.0,0,0,0,0,0,0,86
flat,gls arawali homes,sohna road,0.29,6035.0,2,2,2,9.0,Relatively New,432.45044640000003,0,0,0,0,0,0,55
flat,global hill view,sector 11,0.33,4271.0,2,2,0,11.0,Relatively New,761.0,0,0,0,0,0,0,0
flat,zara aavaas,sector 104,0.2,6645.0,1,1,1,3.0,Relatively New,301.0,0,0,0,0,0,0,67
flat,chintamani,sector 103,1.57,8509.0,3,3,3,1.0,Relatively New,1845.0,0,0,0,0,0,0,0
flat,signature global city,sector 37d,0.8,8421.0,2,2,2,2.0,Relatively New,1045.0,0,0,0,0,0,0,42
flat,signature global city 37d ph 2,sector 37d,1.35,9375.0,3,3,3+,3.0,Relatively New,1296.0,0,0,0,1,0,0,51
flat,tulip violet,sector 69,2.0,10167.0,4,4,1,12.0,Relatively New,1770.3,0,0,0,0,0,0,79
flat,signature global park,sohna road,0.87,7190.0,3,2,3,4.0,Relatively New,1210.0,0,0,0,0,0,0,58
flat,eldeco accolade,sohna road,0.78,6170.0,2,2,2,3.0,Relatively New,1390.4,0,0,0,0,0,0,72
flat,chd avenue,sector 71,0.95,7929.0,2,2,2,5.0,Moderately Old,1317.8000000000002,0,0,0,0,0,2,142
flat,raheja navodaya,sector 92,1.1,4681.0,3,2,3,0.0,Relatively New,2350.0,0,0,0,0,0,0,0
flat,birla navya,sector 63a,3.3,15348.0,3,3,3,4.0,Relatively New,1722.5,0,1,0,0,0,0,52
flat,housing board colony,sector 51,0.3,41666.0,1,1,0,0.0,Moderately Old,64.8,1,0,0,0,0,0,15
flat,central park flower valley aqua front towers,sector 33,2.96,13870.0,4,4,3,1.0,Relatively New,1920.6000000000001,0,1,0,0,0,2,24
flat,sare green parc phase 3,sector 92,0.79,6086.0,3,2,2,15.0,Relatively New,1427.8000000000002,0,0,0,0,0,0,29
flat,sare crescent parc royal greens phase 1,sector 92,0.79,6086.0,3,2,2,15.0,Relatively New,1427.8000000000002,0,0,0,0,0,0,25
flat,godrej nature plus,sector 33,1.7,12592.0,3,3,3+,6.0,New Property,1215.0,0,1,0,0,0,0,38
flat,godrej oasis,sector 88a,1.4,7567.0,3,3,3+,4.0,Relatively New,2035.0000000000002,0,0,0,0,0,2,38
flat,sare homes,sector 92,0.58,4098.0,3,3,3,3.0,Relatively New,1556.5000000000002,0,0,0,0,0,0,54
flat,bestech altura,sector 79,2.55,9532.0,4,5,2,4.0,Relatively New,2675.0,0,1,0,0,0,0,44
flat,hero homes,sector 104,1.9,11249.0,3,3,3,16.0,Relatively New,1415.8500000000001,0,0,0,1,0,2,103
flat,m3m sierra 68,sector 68,1.25,10245.0,2,2,3,4.0,Relatively New,983.3,0,0,0,0,0,0,44
flat,indiabulls centrum park,sector 103,1.65,8250.0,3,3,3+,15.0,Relatively New,1730.0,1,0,0,0,0,0,38
flat,sare green parc 2,sector 92,0.75,4745.0,3,3,3,2.0,Relatively New,1415.0,0,0,0,0,1,2,49
flat,dlf express greens,manesar,1.6,6808.0,4,6,3+,4.0,Relatively New,2115.0,1,1,0,1,0,0,49
flat,m3m woodshire,sector 107,1.15,7496.0,2,2,3,0.0,Relatively New,1318.9,1,0,0,0,0,0,29
flat,hero homes,sector 104,1.4,15826.0,3,2,2,4.0,Relatively New,1162.011,0,0,0,0,0,0,49
flat,vipul lavanya,sector 81,1.28,7174.0,3,3,3,1.0,Moderately Old,1605.6000000000001,0,1,0,1,0,2,49
flat,signature global park,sohna road,0.75,6938.0,3,2,3+,4.0,Relatively New,972.9,0,0,0,0,0,0,101
flat,suncity vatsal valley,gwal pahari,1.0,13340.0,2,2,2,3.0,New Property,675.0,0,0,0,0,0,2,13
flat,signature global superbia,sector 95,0.4,6728.0,2,2,3,2.0,Relatively New,535.0411773,0,0,0,0,0,0,0
flat,shree vardhman victoria,sector 70,1.75,8974.0,3,4,2,16.0,Relatively New,1950.0,0,1,0,1,0,0,49
flat,m3m heights,sector 65,2.1,16653.0,2,2,3,8.0,New Property,1053.5500000000002,0,0,0,0,0,0,31
flat,smart world orchard,sector 61,2.5,16139.0,3,3,1,1.0,New Property,1549.0,0,0,0,0,0,0,61
flat,karmyogi apartment,sector 10a,2.3,6467.0,6,4,2,6.0,Moderately Old,3200.4,0,0,0,0,0,0,0
flat,emaar palm gardens,sector 83,1.8,9474.0,3,4,0,9.0,Relatively New,1900.0,0,0,0,0,0,0,55
flat,smart world orchard,sector 61,2.0,12911.0,3,3,2,3.0,New Property,1394.1000000000001,0,0,0,0,1,0,61
flat,supertech araville,sector 79,1.0,6535.0,2,2,3,4.0,Relatively New,1377.0,1,0,0,0,0,0,24
flat,orris aster court,sector 85,0.9,5671.0,3,3,3,8.0,Relatively New,1745.7,0,0,0,0,0,0,49
flat,dlf beverly park,sector 25,8.0,15384.0,5,5,3+,2.0,Relatively New,4680.0,1,1,0,1,1,1,26
flat,aipl club residences,sector 70a,0.95,10215.0,2,2,1,11.0,Relatively New,930.0,0,0,0,0,0,2,103
flat,surya vihar rwa,surya vihar,1.3,6500.0,5,5,2,2.0,Relatively New,2400.0,1,1,1,0,0,2,42
flat,m3m golf hills,sector 79,1.45,10211.0,2,2,3,15.0,Relatively New,1278.0,0,0,0,0,0,0,67
flat,elevate,sector 50,6.75,19882.0,4,4,0,10.0,Moderately Old,3395.0,0,0,0,0,0,0,0
flat,signature global city,sector 37d,1.25,6082.0,3,3,3,4.0,Relatively New,1849.5,0,0,0,0,0,0,16
flat,adani brahma samsara vilasa,sector 63,4.49,14254.0,4,4,3+,3.0,Relatively New,315.0,0,0,0,0,0,2,96
flat,dlf the grove,sector 43,6.0,25000.0,4,4,2,1.0,Relatively New,2160.0,0,1,0,0,0,2,49
flat,suncity vatsal valley,gwal pahari,1.53,10699.0,3,3,3,2.0,Relatively New,1287.0,0,0,0,0,0,2,117
flat,sare green parc phase 3,sector 92,0.7,5279.0,3,2,2,4.0,Relatively New,1325.0,0,0,0,0,0,0,56
flat,pivotal devaan apartments,sector 84,0.39,6500.0,2,2,0,5.0,Relatively New,555.0,0,0,0,0,0,0,0
flat,signature global park,sohna road,0.56,6812.0,2,2,3,3.0,Relatively New,739.8000000000001,0,0,0,0,0,0,81
flat,conscient elevate,sector 59,6.75,19882.0,4,4,2,10.0,New Property,2702.0,0,1,0,0,0,0,31
flat,signature global city 92,sector 92,0.99,9074.0,3,2,3,1.0,Relatively New,1091.0,0,0,0,0,0,0,24
flat,godrej air,sector 85,1.4,10000.0,2,2,3,23.0,Relatively New,1400.0,0,0,0,0,0,0,44
flat,pyramid urban,sector 67a,0.6,8571.0,2,2,2,14.0,Relatively New,770.0000000000001,0,0,0,0,0,0,15
flat,hero homes,sector 104,1.35,9565.0,3,2,2,18.0,New Property,1135.3365000000001,0,0,0,0,0,0,49
flat,central park flower valley,sohna road,1.2,6742.0,3,3,0,11.0,Relatively New,1780.0,0,0,0,0,0,0,66
flat,supertech araville,sector 79,0.71,5522.0,2,2,0,9.0,Under Construction,1295.0,0,0,0,0,0,0,0
flat,apna enclave,sector 3,0.58,6105.0,2,2,2,2.0,Relatively New,900.0,0,0,0,0,0,0,66
flat,m3m soulitude,sector 89,1.14,8000.0,3,3,2,2.0,Relatively New,1280.7,1,0,0,0,0,0,77
flat,on request,sector 103,1.69,9146.0,3,3,3+,8.0,Relatively New,2029.5000000000002,0,0,0,0,0,0,49
flat,raheja maheshwara,sohna road,0.48,4367.0,2,2,2,11.0,Relatively New,1208.9,0,0,0,0,0,0,45
flat,shapoorji pallonji joyville gurugram,sector 102,1.99,20664.0,2,2,2,14.0,New Property,1175.3000000000002,0,0,0,0,0,0,152
flat,vipul lavanya,sector 81,0.75,5966.0,2,2,2,7.0,Moderately Old,1131.3,0,0,0,0,0,0,37
flat,godrej,sector 79,2.5,11141.0,3,3,3+,5.0,Relatively New,2244.0,0,0,0,0,0,0,0
flat,signature global park,sohna road,0.58,7056.0,2,2,2,3.0,Relatively New,822.0,0,0,0,0,0,0,58
flat,ansal heights 86,sector 86,0.64,4706.0,2,2,1,3.0,Relatively New,1360.0,0,0,0,0,0,0,73
flat,umang winter hills,sector 77,1.2,6586.0,3,3,3,14.0,Relatively New,1822.0,0,0,0,0,0,0,46
flat,orris aster court,sector 85,0.93,5671.0,3,3,3,8.0,Relatively New,1587.0,0,0,0,0,0,0,0
flat,supertech hues,sector 68,0.8,6779.0,2,2,3+,14.0,Relatively New,1180.0,0,0,0,0,0,2,26
flat,signature global synera,sector 81,0.31,7434.0,1,1,1,13.0,Relatively New,373.35,0,0,0,0,0,1,123
flat,"new colony, gurgaon",sector 7,0.8,8100.0,3,2,1,4.0,Relatively New,891.0,0,0,0,0,0,2,69
flat,pyramid urban,sector 67a,0.7,11844.0,2,2,1,14.0,Relatively New,531.9,0,0,0,0,0,0,44
flat,oriental valley chs,sector 9a,1.5,8108.0,4,3,3+,8.0,Moderately Old,1665.0,0,0,0,0,0,0,35
flat,avl 36 gurgaon,sector 36a,0.4,10204.0,1,1,1,4.0,Relatively New,352.8,0,0,0,0,0,0,35
flat,smart world gems,sector 89,1.1,9972.0,3,1,0,0.0,Relatively New,1103.0,0,0,0,0,0,0,45
flat,signature global grand iva,sector 103,0.5,6667.0,2,2,0,10.0,Relatively New,750.0,0,0,0,0,0,0,0
flat,central park flower valley,sector 33,1.35,10384.0,3,2,2,3.0,Relatively New,1170.0,0,0,0,0,0,0,87
flat,orchid island,sector 51,1.7,10651.0,3,4,3,2.0,Moderately Old,1436.4,0,0,1,1,0,0,90
flat,pivotal riddhi siddhi,sector 99,0.72,947.0,2,2,2,12.0,Relatively New,635.4,0,0,1,0,0,0,31
flat,pivotal devaan,sector 84,0.35,7246.0,2,2,2,4.0,Relatively New,434.7,0,0,0,0,0,0,37
flat,511 sarahah tower,sector 12,0.6,8333.0,2,2,1,0.0,Relatively New,648.0,0,0,0,1,0,1,0
flat,m3m sierra 68,sector 68,1.2,9000.0,2,2,3,1.0,Relatively New,1025.0,0,0,0,0,0,1,76
flat,signature global grand iva,sector 103,0.5,6250.0,2,2,2,10.0,Relatively New,712.25,0,0,0,0,0,0,8
flat,kendriya vihar,sector 56,0.47,7768.0,1,1,1,3.0,Relatively New,544.5,0,0,0,0,0,2,52
flat,parsvnath exotica,sector 53,5.0,17241.0,3,4,3,7.0,Relatively New,2610.0,0,1,0,0,0,2,24
flat,emaar mgf palm studios,sector 66,1.7,13502.0,2,2,2,7.0,Relatively New,1303.5,0,0,0,0,1,0,99
flat,ild greens,sector 37c,0.95,5066.0,3,3,3+,0.0,Relatively New,2062.5,0,0,0,0,0,0,51
flat,dlf the skycourt,sector 86,2.2,11500.0,3,3,1,7.0,Relatively New,2123.0,0,0,0,1,0,1,77
flat,signature global city 81,sector 81,0.82,8639.0,2,2,3,2.0,Relatively New,955.0,0,0,0,0,0,0,53
flat,spaze privvy the address,sector 93,1.25,5701.0,4,4,3,16.0,Relatively New,2105.0,0,0,0,0,0,0,0
flat,supertech new soft launch,sector 68,0.84,7119.0,2,2,2,7.0,Relatively New,1180.0,0,0,0,0,0,0,0
flat,emaar mgf emerald floors,sector 65,3.2,10159.0,4,3,2,1.0,Relatively New,3150.0,0,1,0,0,0,0,0
flat,mapsko casa bella,sector 82,1.75,6903.0,4,5,3+,1.0,Relatively New,2535.0,0,0,0,0,0,0,54
flat,trisara our homes 3,sohna road,0.35,5564.0,2,2,1,2.0,Relatively New,566.1,0,0,0,0,0,0,74
flat,elan the presidential,sector 106,3.9,15918.0,3,3,0,20.0,Relatively New,2450.0,0,0,0,0,0,0,66
flat,belgravia resort residences,sector 48,3.45,18459.0,3,3,3,14.0,Moderately Old,1869.0,0,0,0,0,0,0,0
flat,tulip ivory,sector 70,2.35,9791.0,4,4,3+,8.0,Moderately Old,2160.0,0,1,0,0,0,0,108
flat,ats marigold,sector 89,1.5,8500.0,3,3,3,5.0,Under Construction,1480.0,0,0,0,0,0,0,96
flat,aipl zen residences,sector 70a,1.34,10276.0,2,2,3+,17.0,New Property,1434.4,0,0,0,0,0,2,110
flat,indiabulls enigma,sector 110,3.4,10000.0,4,5,3,3.0,Relatively New,3740.0000000000005,0,1,1,0,0,0,90
flat,tulip yellow,sector 69,1.8,10563.0,3,3,3,14.0,Relatively New,1533.6000000000001,0,0,0,0,0,0,49
flat,sare green parc phase 3,sector 92,1.1,6875.0,4,3,2,12.0,Relatively New,1440.0,0,0,0,0,0,0,15
flat,smart world gems,sector 89,0.97,8794.0,2,2,3+,2.0,New Property,1103.0,0,0,0,0,0,0,49
flat,adani brahma samsara vilasa,sector 63,3.25,29545.0,3,3,3,4.0,Relatively New,2700.0,0,0,0,0,1,0,41
flat,smart world orchard,sector 61,2.55,15644.0,3,3,2,4.0,New Property,1467.0,0,0,0,0,1,0,30
flat,sare green parc 2,sector 92,0.61,4837.0,3,2,2,6.0,Under Construction,1387.1000000000001,0,0,0,0,1,0,0
flat,spaze privy,sector 72,1.9,9620.0,3,3,3,10.0,Relatively New,1975.0,0,0,0,0,0,0,0
flat,signature global park,sohna road,0.75,6938.0,2,2,0,1.0,Relatively New,1081.0,0,0,0,0,0,0,58
