property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,Study room,Servant room,Store room,pooja room,others,furnishing_type,luxury_score
flat,shree vardhman flora,sector 90,0.65,4961.0,2,2,3,11.0,Relatively New,1225.0,1,0,0,0,0,2,49
flat,ats tourmaline,sector 109,1.75,8139.0,3,4,3+,7.0,Relatively New,1797.0,0,1,0,0,0,0,165
flat,kiran residency,sector 37,1.54,8324.0,3,4,3+,5.0,Relatively New,1900.0,0,1,0,0,0,2,98
flat,emaar gurgaon greens,sector 102,1.4,8484.0,3,3,3,4.0,Relatively New,1815.0000000000002,0,1,0,0,0,2,83
flat,shapoorji pallonji joyville gurugram,sector 102,0.97,10601.0,2,2,2,12.0,Relatively New,1006.5000000000001,0,0,0,0,0,0,100
flat,shapoorji pallonji joyville gurugram,sector 102,1.35,9933.0,2,2,2,9.0,Relatively New,1494.9,0,0,0,0,0,0,100
flat,conscient heritage max,sector 102,1.75,9011.0,3,4,3+,13.0,Relatively New,2136.2000000000003,0,1,0,0,0,2,94
flat,indiabulls centrum park,sector 103,2.2,7652.0,4,6,3+,4.0,Relatively New,3162.5000000000005,0,1,0,0,0,2,108
flat,sobha city,sector 108,2.45,14040.0,3,3,3,15.0,Relatively New,1460.0,0,0,0,0,0,0,49
flat,paras dews,sector 106,1.5,6369.0,4,6,3+,11.0,Relatively New,1535.0,0,1,0,0,0,0,174
flat,la vida by tata housing,sector 113,2.4,10825.0,3,4,3+,5.0,Relatively New,1940.0,0,1,0,0,0,0,49
flat,la vida by tata housing,sector 113,2.45,11050.0,3,3,3+,3.0,Relatively New,1890.0,1,0,0,0,0,0,174
flat,la vida by tata housing,sector 113,3.0,14285.0,3,3,3+,3.0,Relatively New,2460.0,0,1,0,0,0,0,167
flat,la vida by tata housing,sector 113,1.65,10449.0,3,2,2,3.0,Relatively New,1420.0,0,0,0,0,0,0,49
flat,paras dews,sector 106,0.88,6353.0,2,2,3+,3.0,Relatively New,1120.0,0,0,0,0,0,0,49
flat,paras dews,sector 106,0.88,6353.0,2,2,3+,1.0,Relatively New,940.0,0,0,0,0,0,0,49
flat,paras dews,sector 106,1.28,7272.0,3,4,3+,24.0,Relatively New,1186.0,0,1,0,0,0,0,49
flat,paras dews,sector 106,1.34,9550.0,4,5,3+,7.0,Relatively New,1535.0,0,1,0,0,0,0,49
flat,paras dews,sector 106,1.32,5605.0,4,5,3+,11.0,Relatively New,1535.0,0,1,0,0,0,0,49
flat,paras dews,sector 106,1.13,6406.0,3,4,3+,18.0,Relatively New,1186.0,1,1,0,0,0,0,49
flat,pareena coban residences,sector 99a,1.38,7150.0,4,5,3+,1.0,Relatively New,2150.0,0,1,0,0,1,0,49
flat,pareena coban residences,sector 99a,1.16,5808.0,3,3,3,3.0,Relatively New,1790.0,0,1,0,0,1,0,49
flat,la vida by tata housing,sector 113,2.33,12533.0,3,3,3,3.0,Relatively New,2098.0,0,1,0,0,0,0,174
flat,la vida by tata housing,sector 113,3.05,11338.0,3,4,3,15.0,Relatively New,2600.0,0,1,0,0,0,0,174
flat,vatika lifestyle homes,sector 83,1.25,6839.0,3,2,1,6.0,Relatively New,2010.2500000000002,1,1,1,1,0,1,174
flat,mapsko mount ville,sector 79,1.25,7716.0,3,3,2,1.0,Relatively New,1278.9810000000002,1,0,0,1,0,2,166
flat,vatika lifestyle homes,sector 83,1.05,5982.0,3,3,2,14.0,Relatively New,1930.5000000000002,1,1,1,1,0,2,174
flat,mapsko mount ville,sector 79,1.25,8389.0,3,3,3,22.0,Relatively New,1208.2595000000001,1,0,0,1,0,0,160
flat,mapsko mount ville,sector 79,1.1,12732.0,3,3,3,22.0,Relatively New,1208.2595000000001,1,0,0,1,0,0,135
flat,emaar palm gardens,sector 83,1.3,11868.0,3,3,3,16.0,Relatively New,1438.8850000000002,0,1,0,0,0,2,174
flat,alpha corp gurgaonone,sector 84,2.28,8769.0,4,4,3+,8.0,Relatively New,3058.7,0,1,0,0,0,0,61
flat,ss the leaf,sector 85,1.2,12371.0,2,2,2,4.0,Relatively New,1190.0,0,1,1,0,0,0,81
flat,ss the leaf,sector 85,1.22,13318.0,2,2,3,16.0,Relatively New,1300.0,0,0,1,0,0,0,81
flat,ss the leaf,sector 85,1.1,12471.0,2,2,3,12.0,Relatively New,1173.0,1,0,0,0,0,0,75
flat,ss the leaf,sector 85,1.15,11966.0,2,2,3,20.0,Relatively New,1263.0,0,0,0,1,0,0,107
flat,mapsko mount ville,sector 79,1.2,13837.0,3,3,3,18.0,Relatively New,1220.7580000000003,1,0,0,1,0,2,160
flat,emaar palm gardens,sector 83,1.4,8139.0,3,3,3,2.0,Relatively New,1438.8850000000002,1,1,1,1,0,2,174
flat,vatika lifestyle homes,sector 83,1.1,6267.0,3,3,2,8.0,Relatively New,1930.5000000000002,1,0,1,1,0,2,174
flat,vatika city homes,sector 83,1.0,5747.0,3,3,2,2.0,Relatively New,1914.0000000000002,0,0,1,0,0,2,174
flat,alpha corp gurgaonone,sector 84,1.52,7904.0,3,4,3,15.0,Relatively New,1732.65,0,1,0,0,0,0,92
flat,emaar palm gardens,sector 83,1.8,9473.0,3,4,3,4.0,Relatively New,1604.9485,1,1,1,1,0,2,174
flat,emaar palm gardens,sector 83,1.6,8648.0,3,3,3+,6.0,Relatively New,2035.0000000000002,1,1,1,1,0,2,167
flat,mapsko mount ville,sector 79,1.55,8539.0,3,4,3,11.0,Relatively New,1480.3485,0,1,0,0,0,2,152
flat,mapsko mount ville,sector 79,1.3,8024.0,3,3,2,6.0,Relatively New,1281.2580000000003,1,0,0,1,0,0,151
flat,bestech park view grand spa,sector 81,2.25,8458.0,3,4,3+,8.0,Relatively New,2300.0,1,1,1,0,0,2,122
flat,orchid petals,sector 49,4.79,11628.0,5,5,3+,14.0,Relatively New,4526.5,1,1,0,1,0,0,49
flat,dlf regal gardens,sector 90,1.25,6459.0,3,3,3,10.0,Relatively New,1650.0,0,0,0,0,1,2,38
flat,tarc maceo,sector 91,1.4,7407.0,3,3,3+,7.0,Relatively New,1700.0,0,0,0,0,0,0,76
flat,godrej oasis,sector 88a,1.38,6679.0,3,3,3+,7.0,Relatively New,1859.4,0,1,0,0,0,0,72
flat,godrej oasis,sector 88a,1.3,7258.0,3,3,3+,4.0,Relatively New,1611.9,0,0,0,0,0,0,79
flat,godrej aria,sector 79,1.0,6653.0,2,2,2,4.0,Relatively New,1300.0,1,0,0,0,0,0,49
flat,godrej oasis,sector 88a,1.0,6896.0,2,2,3,7.0,Relatively New,1305.0,1,0,0,0,0,0,72
flat,godrej oasis,sector 88a,0.95,7268.0,2,2,2,6.0,Relatively New,1176.3,0,0,0,0,0,0,79
flat,ireo uptown,sector 66,1.85,12567.0,2,3,3,16.0,Relatively New,1470.0,0,1,0,0,1,2,79
flat,emaar mgf palm hills,sector 77,1.65,8461.0,4,3,3,9.0,Relatively New,2145.0,0,1,0,0,0,0,100
flat,m3m woodshire,sector 107,1.32,6330.0,3,3,3,10.0,Relatively New,2137.3,0,0,0,0,0,0,117
flat,m3m woodshire,sector 107,1.02,6649.0,2,2,3,6.0,Relatively New,1687.4,1,0,0,0,0,0,112
flat,sbtl caladium,sector 109,1.88,6153.0,4,5,3,10.0,Relatively New,3360.5000000000005,0,0,0,0,0,0,110
flat,conscient heritage max,sector 102,2.15,9306.0,3,4,3,13.0,Relatively New,2363.9,1,1,0,0,0,0,101
flat,puri diplomatic greens,sector 111,2.58,11727.0,3,4,2,10.0,Moderately Old,2420.0,0,1,0,0,0,0,86
flat,puri diplomatic greens,sector 111,2.25,13235.0,3,3,2,12.0,Relatively New,1870.0000000000002,0,0,0,0,0,0,101
flat,ats tourmaline,sector 109,1.75,8139.0,3,4,3+,9.0,Relatively New,2365.0,0,1,0,0,0,0,94
flat,experion the heartsong,sector 108,0.93,6079.0,2,3,3,10.0,Relatively New,1411.3000000000002,0,0,0,0,0,0,81
flat,experion windchants,sector 112,4.75,12622.0,3,5,3+,4.0,Relatively New,4139.3,0,1,0,0,0,2,42
flat,bestech altura,sector 79,1.72,8000.0,3,4,3+,5.0,Relatively New,1767.5,0,1,0,0,0,0,174
flat,tata primanti,sector 72,6.75,19285.0,4,4,3+,0.0,Relatively New,4000.0,0,1,0,0,0,2,174
flat,emaar digihomes,sector 62,2.45,16000.0,2,2,2,7.0,Relatively New,1200.0,1,0,0,0,0,1,174
flat,ss the leaf,sector 85,2.2,6934.0,4,5,3+,4.0,Relatively New,3093.2000000000003,0,0,0,0,0,0,106
flat,tata primanti,sector 72,5.25,15648.0,4,4,3+,30.0,Relatively New,3000.0,0,1,0,0,0,2,174
flat,tata primanti,sector 72,5.0,11363.0,4,4,3+,2.0,Relatively New,4000.0,1,1,1,0,0,2,174
flat,tata primanti,sector 72,5.0,11111.0,4,4,3+,2.0,Moderately Old,4500.0,1,1,0,1,1,2,174
flat,la vida by tata housing,sector 113,2.7,16363.0,3,4,3+,4.0,Relatively New,2217.0,0,1,0,0,0,2,49
flat,bestech park view city,sector 48,2.65,10323.0,4,4,3+,11.0,Moderately Old,2199.3500000000004,1,1,0,0,0,2,174
flat,ambience creacions,sector 22,1.65,11956.0,2,2,2,9.0,Relatively New,1200.0,0,0,0,1,1,1,133
flat,ambience creacions,sector 22,2.55,13709.0,3,3,3,8.0,Relatively New,1600.0,0,0,0,0,1,2,125
flat,ambience creacions,sector 22,2.55,13709.0,3,3,3,5.0,Relatively New,1600.0,0,0,0,0,0,1,49
flat,ambience creacions,sector 22,4.3,13915.0,3,4,3+,6.0,Relatively New,2600.0,0,1,0,0,1,1,120
flat,tulip violet,sector 69,1.7,8457.0,4,4,2,10.0,Relatively New,1830.0,1,1,1,1,0,0,174
flat,ambience creacions,sector 22,2.4,17391.0,2,2,2,8.0,Relatively New,1200.0,0,0,0,0,1,1,112
flat,imperia the esfera,sector 37c,0.87,5513.0,2,3,3+,5.0,Relatively New,1300.0,1,0,0,0,0,0,109
flat,corona optus,sector 37c,1.25,7090.0,3,3,3,4.0,Relatively New,1350.0,0,0,0,0,1,0,49
flat,imperia the esfera,sector 37c,0.99,5454.0,3,5,3+,5.0,Relatively New,1400.0,0,1,0,0,0,0,49
flat,emaar gurgaon greens,sector 102,1.39,8424.0,3,3,3,7.0,Relatively New,1815.0000000000002,0,1,0,0,0,2,21
flat,the close north,sector 50,2.7,10364.0,3,3,3+,6.0,Moderately Old,2400.0,0,1,0,0,0,0,174
flat,bptp terra,sector 37d,1.75,7987.0,4,4,3,7.0,Relatively New,2100.0,0,0,0,0,1,2,120
flat,bptp terra,sector 37d,1.55,7074.0,4,3,3+,19.0,Relatively New,2100.0,0,0,0,0,1,2,131
flat,bptp terra,sector 37d,1.6,7302.0,4,3,3+,7.0,Relatively New,2000.0,0,0,0,0,1,2,139
flat,ats tourmaline,sector 109,1.4,8000.0,3,3,3+,5.0,Relatively New,1466.0,0,0,0,0,0,0,44
flat,bptp astaire gardens,sector 70a,1.8,9350.0,3,3,3,3.0,Relatively New,1925.0,1,0,0,0,0,0,135
flat,m3m woodshire,sector 107,1.65,5960.0,4,5,3+,12.0,Relatively New,3044.8,0,1,0,0,0,0,21
flat,unitech uniworld city,sector 30,3.55,14991.0,3,5,3+,16.0,Relatively New,2367.0,0,1,0,0,0,2,141
flat,dlf the icon,sector 43,6.0,26086.0,4,4,3+,18.0,Relatively New,2070.0,0,1,0,0,0,2,150
flat,bestech park view city,sector 48,1.8,10250.0,3,4,3,3.0,Moderately Old,1580.4,1,0,0,0,0,2,76
flat,aipl the peaceful homes,sector 70a,2.5,10638.0,3,4,3,8.0,Relatively New,2585.0,0,1,1,0,0,2,174
flat,hector trimurti heights,sector 39,1.5,6382.0,4,3,3,10.0,Relatively New,2115.0,0,1,0,0,0,1,49
flat,vatika lifestyle homes,sector 83,1.04,5699.0,3,2,2,2.0,Moderately Old,1500.0,0,0,0,0,0,0,95
flat,pyramid urban,sector 67a,0.53,8967.0,2,2,1,6.0,Relatively New,531.9,0,0,0,0,1,2,49
flat,shree vardhman victoria,sector 70,1.64,8410.0,3,5,3,8.0,Relatively New,1594.95,0,1,0,0,0,0,126
flat,emaar mgf emerald floors premier,sector 65,2.9,14683.0,4,4,3+,4.0,Relatively New,2172.5,1,1,0,0,0,2,152
flat,emaar mgf emerald floors premier,sector 65,2.36,14303.0,3,3,3,0.0,Relatively New,1815.0000000000002,1,1,0,0,0,2,159
flat,dlf park place,sector 54,4.85,30180.0,3,4,3+,6.0,Moderately Old,1785.0,0,1,0,0,0,1,158
flat,vatika gurgaon,sector 83,1.25,6313.0,3,3,2,2.0,Relatively New,2178.0,0,1,0,0,0,0,119
flat,shree vardhman flora,sector 90,0.92,4717.0,3,3,2,6.0,Relatively New,1755.0,1,0,0,0,0,2,49
flat,dlf the ultima,sector 81,2.7,12802.0,3,3,3,15.0,Relatively New,1898.1000000000001,0,1,0,0,0,2,49
flat,shree vardhman flora,sector 90,0.7,5177.0,2,3,2,7.0,Relatively New,1216.8,1,0,0,0,0,2,49
flat,ss the leaf,sector 85,1.25,7179.0,2,2,2,16.0,Relatively New,1566.9,0,0,0,0,0,2,49
flat,ss the leaf,sector 85,2.3,8179.0,4,4,3+,8.0,Relatively New,3093.2000000000003,0,1,0,0,0,0,21
flat,ss the leaf,sector 85,2.0,8305.0,3,4,3,8.0,Relatively New,2648.8,0,1,0,0,0,0,21
flat,vatika gurgaon,sector 83,1.08,6224.0,3,3,2,11.0,Relatively New,1908.5000000000002,0,0,0,0,1,0,19
flat,emaar mgf emerald estate,sector 65,1.73,12401.0,3,3,3,9.0,Relatively New,1534.5000000000002,0,1,0,0,0,1,159
flat,emaar mgf emerald estate,sector 65,1.3,20602.0,2,2,2,7.0,Relatively New,844.95,1,0,0,0,0,0,78
flat,emaar mgf emerald floors premier,sector 65,2.85,14430.0,4,4,3+,0.0,Relatively New,2172.5,1,1,0,0,0,2,151
flat,emaar mgf emerald floors premier,sector 65,2.25,13636.0,3,3,3+,3.0,Relatively New,1815.0000000000002,1,1,0,0,0,0,152
flat,emaar mgf emerald floors premier,sector 65,2.35,14242.0,3,3,3,2.0,Relatively New,1815.0000000000002,1,1,0,0,0,2,168
flat,emaar mgf emerald floors premier,sector 65,2.8,16969.0,4,4,3,2.0,Relatively New,1800.0,1,0,0,0,0,2,89
flat,emaar mgf emerald floors premier,sector 65,2.35,16206.0,3,3,3,2.0,Relatively New,1500.0,1,1,0,0,0,2,64
flat,emaar mgf emerald floors premier,sector 65,2.75,13924.0,4,4,3,3.0,Relatively New,1750.0,1,1,0,0,0,2,113
flat,emaar mgf emerald floors premier,sector 65,2.36,14303.0,3,3,3,2.0,Relatively New,1537.5,1,1,0,0,0,2,136
flat,emaar mgf palm terraces select,sector 66,3.4,14107.0,4,4,3+,2.0,Relatively New,2210.0,0,1,0,0,0,2,157
flat,umang winter hills,sector 110,0.8,5961.0,2,2,2,10.0,Relatively New,1188.1,0,0,0,0,0,2,49
flat,.,gwal pahari,7.0,11000.0,4,4,3+,6.0,Relatively New,6600.000000000001,0,1,0,0,0,0,52
flat,unitech fresco,sector 50,1.8,9589.0,3,4,3+,6.0,Moderately Old,1870.0,0,1,0,0,0,2,174
flat,the close north,sector 50,2.65,10685.0,3,4,3+,6.0,Moderately Old,2470.0,0,1,0,0,0,2,174
flat,vatika gurgaon,sector 83,1.05,7000.0,3,3,3,3.0,Relatively New,1629.25,0,0,1,0,0,0,79
flat,unitech fresco,sector 50,1.88,10479.0,3,3,3+,14.0,Moderately Old,1790.0,0,0,0,0,1,2,174
flat,alpha corp gurgaonone,sector 84,1.15,7496.0,2,2,3,8.0,Relatively New,1383.7,1,0,0,0,0,2,37
flat,vatika gurgaon,sector 83,1.33,5564.0,4,4,3,3.0,Relatively New,2214.5,0,1,0,0,0,0,26
flat,unitech harmony,sector 50,2.6,9590.0,3,4,2,15.0,Relatively New,2700.0,0,1,0,0,1,2,174
flat,the close north,sector 50,2.97,11401.0,3,3,3+,8.0,Moderately Old,2600.0,0,1,0,0,0,2,174
flat,tulip violet,sector 69,1.8,8955.0,4,4,2,9.0,Relatively New,2211.0,0,0,0,1,0,2,165
flat,tulip violet,sector 69,1.78,8855.0,4,4,2,10.0,Relatively New,2211.0,0,0,0,1,0,2,156
flat,tulip violet,sector 69,1.52,9632.0,3,3,2,4.0,Relatively New,1735.8000000000002,0,0,0,1,0,2,156
flat,tulip violet,sector 69,1.55,9822.0,3,3,2,9.0,Relatively New,1735.8000000000002,0,0,0,1,0,2,165
flat,dlf the skycourt,sector 86,1.55,8031.0,3,3,1,12.0,Relatively New,1900.0,0,0,0,1,0,2,153
flat,sapphire eighty three,sector 83,0.4,8547.0,1,1,1,6.0,Relatively New,421.2,0,0,0,0,0,1,52
flat,aipl the peaceful homes,sector 70a,2.4,11162.0,3,3,3,11.0,Relatively New,2365.0,0,1,0,0,0,0,108
flat,vatika the seven lamps,sector 82,1.37,8753.0,3,3,3,11.0,Relatively New,2000.0,1,1,0,1,0,2,145
flat,vatika city,sector 49,2.65,11770.0,3,4,3,11.0,Moderately Old,1750.75,0,1,0,1,0,2,140
flat,godrej summit,sector 104,1.16,6387.0,3,4,3+,8.0,Relatively New,1634.4,0,1,0,0,0,2,96
flat,godrej summit,sector 104,1.05,5833.0,3,4,3+,7.0,Relatively New,1620.0,0,1,0,0,0,2,96
flat,godrej summit,sector 104,1.35,5000.0,4,5,3+,0.0,Relatively New,2430.0,1,1,1,1,0,0,112
flat,godrej summit,sector 104,1.35,5014.0,4,5,3+,0.0,Relatively New,2422.8,1,1,1,1,0,0,88
flat,emaar mgf the palm drive,sector 66,2.85,14615.0,3,3,3,11.0,Relatively New,1920.0,1,0,0,0,0,2,67
flat,pivotal devaan,sector 84,0.35,6003.0,2,2,1,4.0,Relatively New,641.3000000000001,0,0,0,0,0,0,37
flat,m3m woodshire,sector 107,0.88,6442.0,2,2,3+,3.0,Relatively New,1502.6000000000001,0,0,0,0,0,0,99
flat,adani m2k oyster grande,sector 102,2.4,9305.0,3,4,3+,3.0,Relatively New,2363.45,1,0,0,0,0,2,49
flat,ireo skyon,sector 60,3.6,12815.0,4,5,3,24.0,Relatively New,2624.95,0,1,0,0,0,2,49
flat,paras quartier,gwal pahari,7.5,14018.0,4,4,3+,20.0,Relatively New,5885.000000000001,0,1,0,1,1,2,49
flat,la vida by tata housing,sector 113,1.45,11363.0,2,2,2,6.0,Relatively New,1108.6045000000001,0,0,0,0,0,0,80
flat,the close north,sector 50,2.35,11767.0,3,3,3+,8.0,Moderately Old,1950.0,0,0,0,0,0,2,165
flat,vatika the seven lamps,sector 82,0.94,6567.0,2,2,2,12.0,Relatively New,1578.5000000000002,1,0,0,0,0,2,103
flat,vatika the seven lamps,sector 82,0.81,6192.0,2,2,2,15.0,Relatively New,1430.0000000000002,0,0,0,0,0,2,117
flat,the close south,sector 50,3.1,12444.0,3,4,3+,4.0,Moderately Old,2450.0,0,1,0,0,0,2,165
flat,vatika the seven lamps,sector 82,1.39,6412.0,3,3,3+,11.0,Relatively New,2376.0,1,1,0,0,0,2,117
flat,vatika the seven lamps,sector 82,0.94,6533.0,2,2,3+,9.0,Relatively New,1578.5000000000002,1,0,0,0,0,2,117
flat,vatika the seven lamps,sector 82,0.78,5932.0,2,2,2,0.0,Relatively New,1427.8000000000002,0,0,0,0,0,2,103
flat,vatika the seven lamps,sector 82,0.85,5979.0,2,2,2,9.0,Relatively New,1573.0000000000002,1,0,0,0,0,0,117
flat,orris aster court,sector 85,0.69,5221.0,2,2,2,5.0,Relatively New,1075.0,0,0,0,0,0,0,37
flat,godrej,sector 79,2.03,9046.0,3,4,3+,7.0,Relatively New,2468.4,0,1,0,0,0,0,118
flat,orris carnation residency,sector 85,0.8,4857.0,3,4,3,4.0,Relatively New,1390.0,0,1,0,0,0,2,40
flat,shree vardhman flora,sector 90,0.65,6789.0,2,2,3,9.0,Relatively New,1050.0,1,0,0,0,0,0,67
flat,ss the coralwood,sector 84,1.01,5771.0,3,3,2,18.0,Relatively New,1475.0,0,0,0,0,0,0,40
flat,shree vardhman flora,sector 90,1.27,4951.0,4,5,2,9.0,Relatively New,2293.75,1,1,0,0,0,0,83
flat,vatika gurgaon,sector 83,0.84,6746.0,2,2,2,7.0,Moderately Old,1369.5,0,0,0,0,0,2,157
flat,ss the leaf,sector 85,1.77,7350.0,3,4,3,6.0,Moderately Old,1450.0,0,1,0,0,0,2,135
flat,tulip violet,sector 69,1.68,8348.0,4,4,2,1.0,Relatively New,2211.0,0,0,0,1,0,0,102
flat,tulip violet,sector 69,1.66,8408.0,4,4,1,12.0,Relatively New,2167.0,0,0,0,1,0,0,102
flat,tulip violet,sector 69,1.4,8861.0,3,3,2,2.0,Relatively New,1735.8000000000002,0,0,0,1,0,0,102
flat,dlf the ultima,sector 81,2.29,10928.0,3,4,3+,15.0,Relatively New,2310.0,0,1,0,0,0,1,103
flat,dlf new town heights,sector 90,1.21,6243.0,3,3,3+,7.0,Relatively New,1929.0,0,1,0,1,0,0,127
flat,sare homes,sector 92,0.5,4237.0,3,3,2,1.0,Relatively New,1298.0,0,0,0,0,0,0,26
flat,umang winter hills,sector 77,0.71,5305.0,2,2,2,6.0,Relatively New,1102.6,1,0,0,0,0,0,108
flat,emaar mgf emerald floors premier,sector 65,3.0,15189.0,4,4,3+,2.0,Relatively New,2172.5,0,1,0,0,0,0,87
flat,dlf regal gardens,sector 90,1.2,6837.0,3,3,3+,15.0,Relatively New,1595.25,0,0,0,0,0,0,118
flat,tata primanti,sector 72,3.25,10545.0,3,3,3,2.0,Moderately Old,3630.0000000000005,0,1,0,0,0,0,94
flat,ashiana mulberry,sohna road,0.9,6143.0,2,2,3+,7.0,Moderately Old,1100.0,1,0,0,0,0,2,156
flat,ashiana mulberry,sohna road,1.07,6184.0,3,3,3+,7.0,Relatively New,1600.0,0,0,0,0,0,0,167
flat,ss the leaf,sector 85,1.2,7317.0,2,2,3,12.0,Relatively New,1804.0000000000002,0,0,0,0,0,2,157
flat,ss the leaf,sector 85,2.15,7645.0,4,5,3+,1.0,Relatively New,3093.2000000000003,0,1,0,0,0,0,165
flat,tulip violet,sector 69,1.72,8730.0,4,4,1,12.0,Relatively New,2167.0,0,0,0,0,0,0,86
flat,tulip violet,sector 69,1.36,8841.0,3,3,1,12.0,Relatively New,1691.8000000000002,0,0,0,1,0,0,86
flat,tulip violet,sector 69,1.75,8883.0,4,4,1,12.0,Relatively New,2167.0,0,0,0,0,0,0,86
flat,tulip violet,sector 69,1.75,8882.0,4,4,1,12.0,Relatively New,2167.0,0,0,0,0,0,0,86
flat,tulip violet,sector 69,1.38,8966.0,3,3,1,12.0,Relatively New,1691.8000000000002,0,0,0,1,0,0,86
flat,tulip violet,sector 69,1.29,8227.0,3,3,1,12.0,Relatively New,1724.8000000000002,0,0,0,1,0,2,86
flat,tulip violet,sector 69,1.37,8675.0,3,3,1,12.0,Relatively New,1560.0,0,0,0,1,0,0,95
flat,tulip violet,sector 69,1.32,8411.0,3,3,1,12.0,Relatively New,1724.8000000000002,0,0,0,1,0,2,86
flat,tulip violet,sector 69,1.3,8445.0,3,3,1,12.0,Relatively New,1691.8000000000002,0,0,0,1,0,2,94
flat,dlf new town heights,sector 86,1.3,6735.0,3,3,3,12.0,Moderately Old,2123.0,0,1,0,0,0,2,165
flat,dlf the skycourt,sector 86,1.5,7776.0,3,3,1,15.0,Relatively New,1550.0,0,0,0,0,0,0,159
flat,tulip violet,sector 69,1.68,8358.0,4,4,2,2.0,Relatively New,2211.0,0,0,0,1,0,0,112
flat,tulip violet,sector 69,1.4,8871.0,3,3,2,11.0,Relatively New,1735.8000000000002,0,0,0,1,0,0,126
flat,dlf the skycourt,sector 86,1.5,7894.0,3,3,1,16.0,Relatively New,2090.0,0,0,0,0,1,0,49
flat,signature global solera,sector 107,0.5,7751.0,3,2,2,6.0,Relatively New,580.5,0,0,0,0,1,0,49
flat,signature global solera,sector 107,0.36,5980.0,2,2,1,7.0,Relatively New,598.0,0,0,0,0,1,0,49
flat,spaze privy,sector 72,3.1,6692.0,4,5,3+,8.0,Moderately Old,3582.6000000000004,1,1,1,1,0,0,136
flat,rof ananda,sector 95,0.31,5644.0,2,2,1,5.0,Relatively New,494.2567602,0,0,0,1,0,2,74
flat,sare homes,sector 92,0.71,5354.0,3,3,3,2.0,Relatively New,1193.4,0,0,0,1,0,0,108
flat,vatika lifestyle homes,sector 83,1.15,8214.0,3,3,1,7.0,Moderately Old,1637.6000000000001,0,0,0,0,0,2,95
flat,vatika lifestyle homes,sector 83,1.05,7500.0,3,2,2,1.0,Moderately Old,1600.0,0,0,0,0,0,2,106
flat,pioneer park,sector 61,2.1,11666.0,3,3,3,15.0,Relatively New,1620.0,0,0,0,0,0,2,49
flat,signature global solera,sector 107,0.28,5828.0,2,2,2,0.0,Relatively New,440.1,0,0,0,0,0,0,45
flat,signature global solera,sector 107,0.28,5674.0,2,2,2,11.0,Relatively New,440.1,0,0,0,0,0,0,29
flat,signature global solera,sector 107,0.28,5623.0,2,2,2,14.0,Relatively New,440.1,0,0,0,0,0,0,38
flat,signature global solera,sector 107,0.28,5725.0,2,2,2,10.0,Relatively New,440.1,0,0,0,0,0,0,38
flat,signature global grand iva,sector 103,0.23,6527.0,1,1,1,4.0,Relatively New,324.0,0,0,0,0,0,0,23
flat,signature global solera,sector 107,0.35,6489.0,2,2,2,8.0,Relatively New,492.3,0,0,0,0,0,0,45
flat,signature global solera,sector 107,0.51,7906.0,3,2,2,9.0,Relatively New,580.5,0,0,0,0,1,0,15
flat,signature global solera,sector 107,0.35,6398.0,2,2,2,8.0,Relatively New,492.3,0,0,0,0,0,0,45
flat,signature global solera,sector 107,0.28,5828.0,2,2,2,11.0,Relatively New,440.1,0,0,0,0,0,0,45
flat,signature global solera,sector 107,0.36,6581.0,2,2,2,8.0,Relatively New,492.3,0,0,0,0,0,0,45
flat,emaar mgf emerald floors premier,sector 65,2.0,12121.0,3,3,3,1.0,Relatively New,1485.0,0,1,0,0,0,2,124
flat,bptp mansions park prime,sector 66,2.7,9768.0,4,4,3,6.0,Relatively New,3040.4,0,1,0,0,1,0,13
flat,m3m golfestate,sector 65,4.94,16233.0,3,4,3,15.0,Moderately Old,3347.3,0,1,0,0,0,0,165
flat,tulip violet,sector 69,1.75,8706.0,4,4,2,10.0,Relatively New,2211.0,0,0,0,0,0,2,109
flat,shree vardhman flora,sector 90,1.25,4854.0,4,5,2,8.0,Relatively New,2832.5000000000005,1,1,0,0,0,0,165
flat,shree vardhman flora,sector 90,0.92,4906.0,3,4,3,4.0,Relatively New,1553.7,0,1,0,0,0,0,116
flat,shree vardhman flora,sector 90,1.3,5252.0,4,5,2,9.0,Relatively New,2182.5,1,1,0,0,0,0,110
flat,tulip lemon,sector 69,0.62,12863.0,2,2,1,4.0,Relatively New,433.8,0,0,0,0,0,2,108
flat,tulip purple,sector 69,1.92,8000.0,4,5,3+,5.0,Relatively New,2640.0,0,1,0,0,0,2,158
flat,the lions cghs,sector 56,2.0,8333.0,4,4,3,8.0,Relatively New,2265.0,0,0,0,0,1,2,49
flat,tulip ivory,sector 70,2.0,8333.0,4,5,3+,2.0,Relatively New,2640.0,0,1,0,0,0,2,49
flat,professional society,manesar,0.75,3067.0,3,4,3,3.0,Relatively New,2200.5,0,1,0,0,0,0,21
flat,ss the leaf,sector 85,1.85,7682.0,3,4,3,2.0,Relatively New,2648.8,1,1,0,0,0,2,49
flat,tarc maceo,sector 91,0.89,6339.0,2,2,3+,9.0,Relatively New,1312.2,0,0,0,0,1,2,13
flat,orris aster court premier,sector 85,1.25,5896.0,3,4,2,6.0,Relatively New,1616.0,0,1,0,0,0,2,49
